rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
811,29.4,MN Consultancy Ltd,,tier_4,1,22,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
812,29.4,Simple Financial Planning,,tier_4,1,67,0,ifa,01413760059,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
813,29.4,DPB Wealth Management,,tier_4,1,68,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
814,29.4,Malleny Mortgage Solutions,,tier_4,1,69,0,ifa,01312680099,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
815,29.4,Independent Financial Planning Services Limited,,tier_4,1,37,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
816,29.4,Rosebridge,,tier_4,1,52,0,ifa,01512219238,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
817,29.4,Cestrian Financial Planning Services Ltd,,tier_4,1,40,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
818,29.4,Elite Financial Consulting Ltd,,tier_4,1,84,0,ifa,01172950031,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
819,29.4,Washington Square Ltd,,tier_4,1,24,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
820,29.4,Sovereign Independent Financial Advisers Limited,,tier_4,1,23,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
821,29.4,Combined Financial Strategies Ltd,,tier_4,1,26,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
822,29.4,Paul Barnfield Financial Planning LTD,,tier_4,1,67,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
823,29.4,Kingsley Wealth Management,,tier_4,1,89,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
824,29.4,Financial Planning Solutions Ltd,,tier_4,1,95,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
825,29.4,McCarthy Wealth Management,,tier_4,1,49,0,ifa,02920538418,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
826,29.4,Blackstone Partners,,tier_4,1,53,0,ifa,02920538418,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
827,29.4,Future Balance,,tier_4,1,27,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
828,29.4,EST Wealth Ltd,,tier_4,1,26,0,ifa,03300388940,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
829,29.4,Bridgewood IFA Ltd,,tier_4,1,58,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
830,29.4,Holt Financial Services Limited,,tier_4,1,33,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
831,29.4,Cilbenrick Limited,,tier_4,1,44,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
832,29.4,Cornerstone Wealth Planning,,tier_4,1,34,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
833,29.4,Tallow Financial Planning Limited,,tier_4,1,69,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
834,29.4,Gibson Financial Planning Ltd,,tier_4,1,85,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
835,29.4,Regis Bentley Ltd,,tier_4,1,84,0,ifa,02380200247,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
836,29.4,Wayfinder Wealth Management,,tier_4,1,55,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
837,29.4,Best Life Financial Planning Ltd,,tier_4,1,44,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
838,29.4,Parkworth Financial Services Ltd,,tier_4,1,42,0,ifa,03300388940,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
839,29.4,Bramley Financial Planning,,tier_4,1,89,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
840,29.4,Clayden Associates Ltd,,tier_4,1,27,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
841,29.4,IQ Financial Advice,,tier_4,1,23,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
842,29.4,Belmont Associates Limited,,tier_4,1,48,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
843,29.4,Finance Shop,,tier_4,1,85,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
844,29.4,Invest Southwest,,tier_4,1,23,0,ifa,01823760866,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
845,29.4,Canonium Wealth Planning,,tier_4,1,25,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
846,29.4,LenRose Wealth Management,,tier_4,1,57,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
847,29.4,I Planning Wealth Management Ltd,,tier_4,1,39,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
848,29.3,Mortgage Broker Services,1022435,tier_4,1,116,1,mortgage_limited,+4407894910521,LE4 8HN,,1,0.75,22,50,15,multi_asset_cautious,20,Appointed representative,15901392,True,,,
849,29.3,Naomi Financial,1008214,tier_4,1,212,1,mortgage_adviser,+4407725875733,HD3 3HR,,1,0.75,22,50,15,multi_asset_cautious,20,Appointed representative,14332039,True,,,
850,29.3,The Mortgage Pride,1030029,tier_4,1,152,1,mortgage_adviser,+447758781805,WD6 4PJ,,1,0.75,22,50,15,multi_asset_cautious,20,Appointed representative,16166830,True,,,
851,29.3,Ellis James Financial,953976,tier_4,1,208,1,mortgage_adviser,+4401174353040,BS34 6AS,,1,0.75,22,50,15,multi_asset_cautious,20,Appointed representative,13367133,True,,,
852,29.3,The Residential Mortgage Hub,920208,tier_4,1,128,1,mortgage_adviser,+4401634968111,ME7 1BB,,1,0.75,22,50,15,multi_asset_cautious,20,Appointed representative,11839703,True,,,
853,29.3,Generational Wealth Management (IFA) Ltd,918757,tier_4,1,10,0,ifa,+4401732647111,DA5 3AP,,1,0.62,7,60,25,multi_asset_cautious,30,Appointed representative,,True,,,
854,29.3,Melville Independent Plc,0131268,tier_4,1,10,0,ifa,01312680823,EH3 7NS,,1,0.62,7,60,25,multi_asset_cautious,30,,,True,,,
855,29.2,Edwards Wealth Ltd,,tier_4,6,26,1,fa_restricted,03300388938,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
856,29.2,Scott & Associates Financial Planning,,tier_4,5,90,2,fa_restricted,03300388940,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
857,29.2,Bradbys Wealth Management,,tier_4,4,257,3,fa_restricted,02081668476,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
858,29.2,Eminent Financial Limited,,tier_4,4,460,4,fa_restricted|mortgage_limited,02081668476,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
859,29.2,Atherton & Associates Wealth Management Ltd,,tier_4,4,240,4,fa_restricted,03300388938,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
860,29.2,Alan Rutherford Wealth Management Ltd,,tier_4,4,159,3,fa_restricted,01224228770,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
861,29.2,Southover Wealth,,tier_4,3,101,3,fa_restricted,02035510160,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
862,29.2,Accession,,tier_4,3,158,3,fa_restricted,03300388942,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
863,29.2,Cathedral Wealth Management Ltd,,tier_4,3,200,3,fa_restricted,03300388940,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
864,29.2,Tipping and Webb,938668,tier_4,1,75,1,mortgage_limited,+447837371141,CT15 7PG,https://tippingandwebb.co.uk/,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,09833811,True,,,
865,29.2,Kent Financial Consultants - Later Life Financial Advice,1018359,tier_4,1,54,1,mortgage_adviser,+447772872727,CT13 9FF,www.llfa.co.uk,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,12830348,True,,,
866,29.2,Crystal Clear FS Limited,500862,tier_4,1,23,1,mortgage_limited,+441483487417,TW11 0JR,http://www.crystalclearfs.com/,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,08822193,True,,,
867,29.2,Monument Financial Solutions,524739,tier_4,1,89,1,mortgage_adviser,+441642478953,TS10 5SH,https://www.monumentfs.co.uk/,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,06565050,True,,,
868,29.2,Identity Financial Solutions,471900,tier_4,1,81,1,mortgage_adviser,+4407966444490,SK9 7EJ,www.identityfs.co.uk,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,06341454,True,,,
869,29.2,MortgagesToGo Ltd,784201,tier_4,1,46,1,mortgage_adviser,+4401844355021,PO36 9FQ,www.mortgagestogo.net,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,10764280,True,,,
870,29.2,Indigo Mortgage and Financial Services Ltd,829725,tier_4,1,20,1,mortgage_limited,+447860445162,OX14 1XW,http://indigomfs.com/,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,11707531,True,,,
871,28.8,Vantage Wealth Management Limited,,tier_4,4,95,3,fa_restricted,02081668476,,,2,0.38,22,50,0,multi_asset_cautious,25,,,False,,,
872,28.8,Tetra Financial Planning Ltd,,tier_4,3,49,3,fa_restricted,03300388940,,,2,0.38,22,50,0,multi_asset_cautious,25,,,False,,,
873,28.8,Argent Chartered Financial Planners,,tier_4,2,123,0,fa_restricted,03300388940,,,2,0.38,22,50,0,multi_asset_cautious,25,,,False,,,
874,28.8,Royston Fox Associates,,tier_4,4,89,1,fa_restricted,02081668476,,,3,0.38,20,50,8,multi_asset_cautious,25,,,False,,,
875,28.8,Pilgrim Mortgages and Protection,946166,tier_4,2,54,2,mortgage_adviser,+4407922271846,KT8 0AH,https://www.pilgrimmortgages.co.uk/,1,0.75,17,50,30,multi_asset_cautious,20,Appointed representative,,True,,,
876,28.8,Moneywatch Finance,735552,tier_4,1,220,1,mortgage_adviser,+4401217453347,B90 4EQ,www.moneywatchfinance.com,1,0.75,17,50,30,multi_asset_cautious,20,Appointed representative,,True,,,
877,28.7,Beacon Financial Planning Limited,1049513,tier_4,1,62,1,fa_restricted,+4407510855494,EC1A 2AY,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,16866251,True,,,
878,28.7,Severn Financial Ltd,972250,tier_4,1,90,1,fa_restricted,+441923601405,WD3 1AY,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,13863957,True,,,
879,28.7,Hawthorne Wealth Management,592281,tier_4,1,64,1,fa_restricted,+447850165321,WR9 7NU,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,08282139,True,,,
880,28.7,Jupiter Wealth Management Ltd,1029607,tier_4,1,63,1,fa_restricted,+4407503707475,HA6 1PZ,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,16078402,True,,,
881,28.7,Aligned Wealth Financial Planning,1037866,tier_4,1,24,1,fa_restricted,+4407963269117,RH16 1LS,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,16459377,True,,,
882,28.7,Ascent Wealth Management Ltd,808823,tier_4,1,94,1,fa_restricted,+4401745585474,LL17 0JE,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,11326329,True,,,
883,28.7,Aligned Financial Planning LTD,1037866,tier_4,1,69,1,fa_restricted,+4407963269117,RH16 1LS,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,16459377,True,,,
884,28.7,Oakpath Financial Planning Ltd,1040445,tier_4,1,33,1,fa_restricted,+4407717571609,GU34 2HU,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,13619295,True,,,
885,28.7,Mitchell Private Clients Limited,948369,tier_4,1,96,1,fa_restricted,+4407515927340,SA3 1DB,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,12369535,True,,,
886,28.7,Forbes Financial Ltd,1007704,tier_4,1,61,1,fa_restricted,+4407590689560,SS7 4AX,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,14783543,True,,,
887,28.6,Gordon Blair Financial Services Ltd,,tier_4,2,442,1,mortgage_adviser,02035510160,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
888,28.6,Stakes Hill Financial,,tier_4,2,125,2,mortgage_limited,03300388938,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
889,28.6,Jigsaw Money Management Ltd,,tier_4,2,278,2,mortgage_adviser,03300388938,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
890,28.6,Four-Nations Mortgages,,tier_4,2,230,2,mortgage_limited,03300388940,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
891,28.6,Integrity Mortgage Solutions Ltd,,tier_4,2,318,2,mortgage_adviser,03300388940,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
892,28.6,55Plus Equity Release,,tier_4,2,183,2,equity_release_whole_of_market,03300388941,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
893,28.6,White Rose Finance,,tier_4,2,162,1,mortgage_adviser,03300388940,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
894,28.6,The Equity Release Experts,,tier_4,2,109,1,equity_release_whole_of_market,03300388938,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
895,28.6,Accolade Financial Planning,1039109,tier_4,1,19,1,fa_restricted,+4407341851631,RH15 9LR,www.accoladefp.co.uk,1,0.88,14,50,30,multi_asset_cautious,25,Appointed representative,16460004,True,,,
896,28.6,Alpha-Omega Financial Services Ltd,928939,tier_4,1,13,1,fa_restricted,+4401473659639,IP10 0BF,https://www.ao-fs.co.uk/,1,0.88,14,50,30,multi_asset_cautious,25,Appointed representative,06260805,True,,,
897,28.6,Moneytree Financial Solutions Ltd,537029,tier_4,1,19,1,fa_restricted,+441244470107,CH1 1RQ,www.moneytreewm.co.uk,1,0.88,14,50,30,multi_asset_cautious,25,Appointed representative,07399360,True,,,
898,28.6,Holroyd Wealth Management Limited,1007558,tier_4,1,12,1,fa_restricted,+447562183300,BS40 5QD,https://www.h-wm.co.uk/,1,0.88,14,50,30,multi_asset_cautious,25,Appointed representative,15251676,True,,,
899,28.6,Richmond King Limited,,tier_4,1,13,1,ifa,02081668476,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
900,28.6,Pebble Independent Financial Services Ltd,,tier_4,1,19,1,ifa,03300388938,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
901,28.6,Balance Financial Planning,,tier_4,1,15,1,ifa,03300388938,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
902,28.6,Bainlye Drake Wealth,,tier_4,1,12,1,ifa,03300388941,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
903,28.6,Atlas Personal Wealth Management,,tier_4,1,14,1,ifa,03300388941,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
904,28.6,2 Plan Wealth Management Limited,,tier_4,1,19,1,ifa,01162389773,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
905,28.6,Vision Dental Wealth,,tier_4,1,18,1,ifa,03300388939,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
906,28.6,TGL Financial Planning,,tier_4,1,17,1,ifa,03300388942,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
907,28.6,Manning Gee Investments,,tier_4,1,14,1,ifa,03300388940,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
908,28.6,Sunlaw Financial Planning Ltd,,tier_4,1,12,1,ifa,01312680014,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
909,28.6,Oakfield Lee Financial Planning,,tier_4,1,16,1,ifa,03300388941,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
910,28.6,Castle Sundborn Limited,,tier_4,1,16,1,ifa,03300388939,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
911,28.6,RTP Management Limited,,tier_4,1,12,1,ifa,01162389070,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
912,28.6,LSG Financial,,tier_4,1,14,1,ifa,03300388940,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
913,28.6,Continuum,,tier_4,1,18,1,ifa,01223269915,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
914,28.6,Perspective (Oxon) Ltd,,tier_4,1,15,1,ifa,03300388939,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
915,28.5,Simply Mortgages Limited,949385,tier_4,1,121,0,mortgage_adviser,+4407946084730,PO2 0LH,,1,0.75,20,50,15,multi_asset_cautious,20,Appointed representative,11871809,True,,,
916,28.4,Lewis Christopher Ltd,,tier_4,4,136,2,fa_restricted|mortgage_adviser|mortgage_limited,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
917,28.4,FLM,,tier_4,3,102,1,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
918,28.4,Bray Wealth Management,,tier_4,3,414,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
919,28.4,Bowcliffe Wealth Management Ltd,,tier_4,3,128,1,fa_restricted,01132385300,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
920,28.4,Avocet Wealth Partnership Ltd,,tier_4,3,196,2,fa_restricted|mortgage_limited,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
921,28.4,McKnights Associates Wealth Management,,tier_4,3,154,1,fa_restricted,01224228770,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
922,28.4,AAG Wealth Management,,tier_4,2,108,1,fa_restricted,03300388939,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
923,28.4,Bryant Hall Todd Wealth Management Ltd,,tier_4,2,249,2,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
924,28.4,Wilcox Day Wealth Management Ltd,,tier_4,2,162,1,fa_restricted,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
925,28.4,K C Wealth Ltd,,tier_4,2,160,1,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
926,28.4,Horsham Financial Services Ltd,,tier_4,2,161,2,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
927,28.4,Salmon Financial Planning,,tier_4,2,107,1,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
928,28.4,Barnsdale Financial Management Limited,,tier_4,2,274,1,fa_restricted|mortgage_limited,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
929,28.4,IWM Wealth Management Ltd,,tier_4,2,175,2,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
930,28.4,Elite Financial Planning Consultants,,tier_4,2,270,2,fa_restricted|mortgage_limited,01613000019,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
931,28.4,Yorkshire Financial Planning Ltd,,tier_4,2,177,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
932,28.4,Kate Bailey Financial Planning Ltd,,tier_4,2,114,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
933,28.4,Woodruff Hill,,tier_4,2,218,1,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
934,28.4,Middlemiss and Associates Limited,,tier_4,2,408,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
935,28.4,Four Rivers Financial Planning Limited,,tier_4,2,199,2,fa_restricted,03300388939,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
936,28.4,Kingfisher House Wealth Management,,tier_4,2,110,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
937,28.4,Seeker Financial Planning,,tier_4,2,211,2,fa_restricted,01603280002,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
938,28.4,Mortgage Theory Ltd,912222,tier_4,1,34,0,mortgage_limited,+442071579935,N1 7GU,mortgagetheory.co.uk,1,0.88,16,50,30,multi_asset_cautious,20,Appointed representative,11946276,True,,,
939,28.4,Maltby Financial Services Limited,788423,tier_4,1,23,0,mortgage_limited,+447801333570,PR25 5BA,http://maltbyfinancialserviceslimited.co.uk/,1,0.88,16,50,30,multi_asset_cautious,20,Appointed representative,08194139,True,,,
940,28.4,Ask About Mortgages,610799,tier_4,1,21,0,mortgage_adviser,+4401794328365,SO53 2DR,www.askaboutmortgages.co.uk,1,0.88,16,50,30,multi_asset_cautious,20,Appointed representative,08700609,True,,,
941,28.3,Shinfield Financial Planning,0118443,tier_4,1,158,1,fa_restricted,01184430189,RG2 9DQ,,1,0.62,17,50,15,multi_asset_cautious,25,,,True,,,
942,28.3,Yolo Wealth Management Ltd,0238020,tier_4,1,102,1,fa_restricted,02380200247,SO19 8HE,,1,0.62,17,50,15,multi_asset_cautious,25,,,True,,,
943,28.2,JML (Financial) Associates Ltd,,tier_4,3,262,3,mortgage_adviser,03300388938,,,1,0.38,23,50,0,multi_asset_cautious,20,,,False,,,
944,28.2,Ernest Grant Mortgages,,tier_4,3,142,3,mortgage_adviser,01216598159,,,1,0.38,23,50,0,multi_asset_cautious,20,,,False,,,
945,28.2,Chris Law Mortgages,,tier_4,3,312,3,mortgage_adviser,03300388938,,,1,0.38,23,50,0,multi_asset_cautious,20,,,False,,,
946,28.2,Barlow and Bartlett Wealth Management,990057,tier_4,1,36,1,fa_restricted,+441225683192,BA2 2EL,www.barlowandbartlettwealthmanagement.co.uk,1,0.75,13,50,30,multi_asset_cautious,25,Appointed representative,,True,,,
947,28.2,The Ron Jeffery Practice,815175,tier_4,1,82,1,fa_restricted,+441798812896,RH20 2JY,www.trjp.co.uk,1,0.75,13,50,30,multi_asset_cautious,25,Appointed representative,,True,,,
948,28.2,Premium Financial Planning Services,426589,tier_4,1,41,1,fa_restricted,+441482429261,HU12 8GF,www.premiumfinancialplanning.co.uk,1,0.75,13,50,30,multi_asset_cautious,25,Appointed representative,,True,,,
949,28.0,Potter Financial Partners Ltd,,tier_4,3,66,1,fa_restricted,03300388938,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
950,28.0,Crosby Financial Planning Ltd,,tier_4,3,64,2,fa_restricted,03300388942,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
951,28.0,Parallel Wealth Management Limited,,tier_4,2,88,2,fa_restricted,03300388940,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
952,28.0,Wealth & Finance Matters Ltd,,tier_4,2,57,1,fa_restricted,03300388940,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
953,28.0,Throgmorton Associates Wealth Management Ltd,,tier_4,2,27,1,fa_restricted,03300388940,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
954,28.0,DWB Wealth Consultancy LTD,,tier_4,2,56,1,fa_restricted,03300388938,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
955,28.0,Pivotal Financial Planning,,tier_4,2,34,1,fa_restricted,03300388939,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
956,27.8,Grey Parrot Financial Planning,,tier_4,1,18,0,ifa,02035510160,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
957,27.8,Chester Rose Financial Planning Ltd,,tier_4,1,19,0,ifa,02035446810,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
958,27.8,Rockbridge Financial,,tier_4,1,14,0,ifa,02081667217,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
959,27.8,Mortgage Correct Ltd,,tier_4,1,2,0,ifa,02081668476,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
960,27.8,Wren Sterling Financial Planning Limited,,tier_4,1,16,0,ifa,03300388939,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
961,27.8,enable flp,,tier_4,1,18,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
962,27.8,SG Finance Ltd,,tier_4,1,4,0,ifa,02035510160,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
963,27.8,Fenshaw Independent Financial Advisers LLP,,tier_4,1,10,0,ifa,02081667217,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
964,27.8,CPN Financial Services Limited,,tier_4,1,14,0,ifa,02081667217,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
965,27.8,Porter & Company (IFA) lTD,,tier_4,1,12,0,ifa,03300388939,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
966,27.8,Eadon & Co.,,tier_4,1,6,0,ifa,03300388939,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
967,27.8,Callabas Financial Services Ltd,,tier_4,1,4,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
968,27.8,Timeline Wealth Management,,tier_4,1,15,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
969,27.8,Paladin Financial Consultancy Ltd,,tier_4,1,12,0,ifa,01273434285,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
970,27.8,Redlands Financial Planning,,tier_4,1,3,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
971,27.8,Nest Finance London Ltd,,tier_4,1,18,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
972,27.8,Style Insurance & Mortgage Services Ltd,,tier_4,1,0,0,ifa,03300388942,,,1,0.25,7,60,10,multi_asset_cautious,30,,,False,,,
973,27.8,Bentley Independent Financial Advisers,,tier_4,1,14,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
974,27.8,Warrington Wealth Management Ltd,,tier_4,1,8,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
975,27.8,Heritage Wealth Solutions,,tier_4,1,8,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
976,27.8,Reybridge Capital Ltd,,tier_4,1,6,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
977,27.8,XV Wealth,,tier_4,1,5,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
978,27.8,Hood Financial Planning Limited,,tier_4,1,14,0,ifa,01612198546,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
979,27.8,Perspective (HNH) Limited,,tier_4,1,14,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
980,27.8,UK Financial Planning Limited,,tier_4,1,17,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
