FRN,Firm Name,Type,Type Source,Status,City,Postcode,Phone,Website,Companies House,Adviser Count,Reviews,Top Rated,Adviser Types,Cities Count,In Ground Truth,In VouchedFor
,Hill & Co Financial Advisers Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,12,1,fa_restricted,1,False,True
150321,Hill Oldridge Limited,ifa,FCA_PERMISSIONS,Authorised,,EC3M 1DE,+4402078312332,,02674369,,,,,0,True,False
,Hills Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,5,336,2,ifa,1,False,True
113849,Hiscox Insurance Company Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2N 4BQ,+4402074486000,www.hiscox.co.uk,00070234,,,,,0,True,False
211675,Hitchell Financial Planning,ifa,VOUCHEDFOR,Appointed representative,Tunbridge Wells,TN1 1NU,+4401892532700,,07283512,3,288,2,ifa|mortgage_adviser,1,False,True
198059,Hodgson Barrow (Financial Services) Limited,ifa,FCA_PERMISSIONS,Authorised,Northwich,CW8 2EL,+4401606883075,,04203387,,,,,0,True,False
148680,Hoegh Capital Partners Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW3 1AF,+4402073617700,http://www.hoegh.co.uk/,02486005,,,,,0,True,False
,Holdaway Financial Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,02381159939,,,1,44,,financial_coach,1,False,True
103287,Holden & Co,institution,FCA_PERMISSIONS,Authorised,London,W1S 4JL,+442073842589,,,,,,,0,True,False
,Holden & Partners,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,10,427,9,ifa,4,False,True
118720,Holland (Glasgow) Insurance Brokers Ltd,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G3 8XU,+4401412485055,www.hollandinsurancebrokers.com,SC128802,,,,,0,True,False
,Holmefield Financial Solutions,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,70,,mortgage_adviser,1,False,True
1007558,Holroyd Wealth Management Limited,ifa,VOUCHEDFOR,Appointed representative,Bristol,BS40 5QD,+447562183300,https://www.h-wm.co.uk/,15251676,1,12,1,fa_restricted,1,False,True
,Holt Financial Services Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,33,,ifa,1,False,True
135250,Home & Finance IFA Limited,ifa,FCA_PERMISSIONS,Authorised,Ulverston,LA12 7LN,+4401229583691,www.homeandfinance.org,02214832,,,,,0,True,False
,Home Capital Wealth Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,02035510160,,,1,20,1,mortgage_adviser,1,False,True
181055,Home Counties Financial Services,ifa,FCA_PERMISSIONS,Authorised,Ascot,SL5 9DL,+4401344870338,www.homecountiesfs.co.uk,,,,,,0,True,False
157268,Home Financial Consultants (Chelmsford),ifa,FCA_PERMISSIONS,Authorised,Chelmsford,CM2 8JW,+4401245478240,,,,,,,0,True,False
,Home Group Financial Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,67,1,mortgage_limited,1,False,True
146719,Homecroft Financial Management Limited,ifa,FCA_PERMISSIONS,Authorised,Oxted,RH8 9EU,+4401883338467,www.homecroftwealth.co.uk,03370019,,,,,0,True,False
,Honeycroft Wealth management ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,78,1,fa_restricted,1,False,True
,Hood Financial Planning Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,01612198546,,,1,14,,ifa,1,False,True
,Horizon Mortgages and Protection Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,70,1,mortgage_adviser,1,False,True
,Horsham Financial Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,2,161,2,fa_restricted,1,False,True
,Houchell Mortgages Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,216,1,mortgage_adviser,1,False,True
,Hough Financial,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,34,1,fa_restricted,1,False,True
,Houlcroft Partners,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,88,1,fa_restricted,1,False,True
,How Money Matters,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,89,1,ifa,1,False,True
138206,Howard Taylor Associates,ifa,FCA_PERMISSIONS,Authorised,Farnham,GU10 1DU,+4401252669936,,,,,,,0,True,False
114610,Howard Wright Ltd,ifa,FCA_PERMISSIONS,Authorised,Wolverhampton,WV8 1DT,+443456884939,www.howardwright.co.uk,01541630,,,,,0,True,False
,Howe Financial Advisers,ifa,VOUCHEDFOR,Assumed Authorised,,,02081667217,,,1,64,,fa_restricted,1,False,True
,Hoxton Wealth,ifa,VOUCHEDFOR,Assumed Authorised,,,02081668476,,,2,57,2,ifa,1,False,True
,Hoyl Independent Advisers Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01603398010,,,18,1316,9,ifa|mortgage_adviser|protection_whole_of_market,6,False,True
125569,Hugh Davies Associates Limited,institution,FCA_PERMISSIONS,Authorised,Cheltenham,GL52 3PB,+4401242514563,www.amberriver.com/hda,01998413,,,,,0,True,False
,Hugo Craggs Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,62,,fa_restricted,1,False,True
139626,Hunt Staff Benefit Society,ifa,FCA_PERMISSIONS,Authorised,Cirencester,GL7 7HX,+441285653001,www.hsbs.org.uk,,,,,,0,True,False
,Hunter Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,01312680409,,,1,52,1,ifa,1,False,True
,Hurstwood Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,26,,ifa,1,False,True
178759,Hynes Davis Limited,ifa,FCA_PERMISSIONS,Authorised,Newbury,RG14 5LA,+441635231178,www.hynesdavis.co.uk,03152895,,,,,0,True,False
,Hythe Bay Financial Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,6,,fa_restricted,1,False,True
,I Planning Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,39,,ifa,1,False,True
191757,ICAP Global Derivatives Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2M 3TP,+442070005000,https://tpicap.com/tpicap/,03635229,,,,,0,True,False
124823,ICBC Standard Bank Plc,institution,FCA_PERMISSIONS,Authorised,London,EC2V 7JE,+4402031455000,www.icbcstandard.com,02130447,,,,,0,True,False
189955,ICG MANAGER LIMITED,institution,FCA_PERMISSIONS,Authorised,London,EC4M 7JW,+4402035452000,www.icgam.com,02327504,,,,,0,True,False
114621,IFDC LIMITED,institution,FCA_PERMISSIONS,Authorised,London,W1G 0PW,+4402074368588,www.ifdcg.com,01746367,,,,,0,True,False
144197,IFPC Limited,institution,FCA_PERMISSIONS,Authorised,St. Albans,AL1 3SN,+4401727837128,www.ifpc.co.uk,02282838,,,,,0,True,False
828270,IFT Wealth Management Ltd,ifa,VOUCHEDFOR,Authorised,Halifax,HX2 0TQ,+441422349131,www.iftwm.com,07325816,1,117,1,ifa,1,False,True
114059,IG Index Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC4R 2YA,+442078960011,http://www.ig.com/,01190902,,,,,0,True,False
195355,IG Markets Limited,institution,FCA_PERMISSIONS,Authorised,London,EC4R 2YA,+442078960011,http://www.ig.com/,04008957,,,,,0,True,False
996241,IJK Financial Solutions Limited,ifa,VOUCHEDFOR,Appointed representative,Pinner,HA5 4QP,+440795185074,www.afppinner.co.uk,09660455,1,189,,mortgage_adviser,1,False,True
161780,IK Investment Partners Limited,ifa,FCA_PERMISSIONS,Authorised,London,WC2R 0DT,+442073044300,www.ikpartners.com,02763049,,,,,0,True,False
,IM Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,32,,fa_restricted,1,False,True
171201,INDUSTRIAL COMMON OWNERSHIP FINANCE LIMITED,institution,FCA_PERMISSIONS,Authorised,Bristol,BS8 2SB,+4408004647262,www.coopfinance.coop,01109141,,,,,0,True,False
171077,INFORMED CHOICE LIMITED,ifa,FCA_PERMISSIONS,Authorised,Cranleigh,GU6 8AE,+4401483274566,www.icfp.co.uk,02947466,,,,,0,True,False
124940,ING Bank N.V.,ifa,FCA_PERMISSIONS,Authorised,London,EC2R 6DA,+442077671000,www.ing.com,FC010062,,,,,0,True,False
197336,INTEGRA CAPITAL LIMITED,institution,FCA_PERMISSIONS,Authorised,London,W1U 4QN,+4407771750170,http://integracapital.co.uk/,03915449,,,,,0,True,False
190856,INTEGRATED FINANCIAL ARRANGEMENTS LTD,ifa,FCA_PERMISSIONS,Authorised,London,EC2V 7AD,+4402076084900,www.transact-online.co.uk,03727592,,,,,0,True,False
186250,INTELLIGENT PENSIONS LIMITED,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G2 6BZ,+4401412261710,www.intelligentpensions.com,SC107284,11,606,11,ifa,10,True,True
197451,INVESTMENT DISCOUNTS ON LINE LIMITED,ifa,FCA_PERMISSIONS,Authorised,Penrith,CA11 9FB,+448009157885,www.theidol.com,04231834,,,,,0,True,False
471375,IPS Capital,ifa,VOUCHEDFOR,Authorised,London,EC3M 1AE,+442074696830,www.ipscap.com,OC328405,2,87,2,fa_restricted,1,False,True
,IQ Financial Advice,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,23,,ifa,1,False,True
,IQ&Co Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,7,376,5,fa_restricted,2,False,True
171487,ITI Capital Limited,institution,FCA_PERMISSIONS,Authorised,London,EC2R 8AY,+4402075628000,www.iticapital.com,02926252,,,,,0,True,False
,IWM Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,2,175,2,fa_restricted,1,False,True
114563,IWP Investment Management Limited,institution,FCA_PERMISSIONS,Authorised,Stevenage,SG1 2AD,+441438345767,https://iwpim.co.uk/,01812617,,,,,0,True,False
150626,Iain Brown,ifa,FCA_PERMISSIONS,Authorised,Fortrose,IV10 8TW,+4401412482488,,,,,,,0,True,False
,Ian Brightwell Financial Planning Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,57,,fa_restricted,1,False,True
,Ian D Campbell Independent Financial Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,131,1,ifa,1,False,True
191660,Idealing.com Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2M 1NH,+442035007461,www.idealing.com,03722932,,,,,0,True,False
471900,Identity Financial Solutions,ifa,VOUCHEDFOR,Appointed representative,Alderley Edge,SK9 7EJ,+4407966444490,www.identityfs.co.uk,06341454,1,81,1,mortgage_adviser,1,False,True
,Ifamax Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,01172950022,,,3,55,3,ifa,1,False,True
118271,Illingworth McNair Limited,ifa,FCA_PERMISSIONS,Authorised,Bingley,BD16 2HR,+4401274566911,www.illingworth-mcnair.co.uk,01068390,,,,,0,True,False
,Illingworth Seddon Chartered Financial Planners,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,29,1,fa_restricted,1,False,True
197008,Impax Asset Management Limited,institution,FCA_PERMISSIONS,Authorised,London,SW1Y 4AJ,+442039123000,http://www.impaxam.com/,03583839,,,,,0,True,False
,Imperial Chartered,ifa,VOUCHEDFOR,Assumed Authorised,,,02922279219,,,1,46,1,ifa,1,False,True
,Imperial Wealth Advisory Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,01162389070,,,1,58,,ifa,1,False,True
,In Partnership,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,123,1,ifa,1,False,True
,Inco Financial Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01134279378,,,1,80,1,ifa,1,False,True
,Independent Financial Advice Bureau Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,8,,ifa,1,False,True
,Independent Financial Advice Centre,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,3,94,3,ifa,1,False,True
,Independent Financial Planning Services Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,37,,ifa,1,False,True
196485,Independent Minds Limited,ifa,FCA_PERMISSIONS,Authorised,London,NW1 8XH,+442079308811,,04063982,,,,,0,True,False
109995,Independent Order of Odd Fellows Manchester Unity Friendly Society Limited,ifa,FCA_PERMISSIONS,Authorised,Manchester,M3 3WB,+441618329361,www.oddfellows.co.uk,,,,,,0,True,False
,Independent Personal Financial Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,125,1,ifa,1,False,True
138903,Independent Wealth Management Consultants Ltd,ifa,FCA_PERMISSIONS,Authorised,Retford,DN22 6JP,+4401777700026,www.iwmcltd.co.uk,01102335,,,,,0,True,False
,Independent Women,ifa,VOUCHEDFOR,Assumed Authorised,,,01413760116,,,1,10,,ifa,1,False,True
829725,Indigo Mortgage and Financial Services Ltd,ifa,VOUCHEDFOR,Appointed representative,Abingdon,OX14 1XW,+447860445162,http://indigomfs.com/,11707531,1,20,1,mortgage_limited,1,False,True
,Individual Financial Services,ifa,VOUCHEDFOR,Assumed Authorised,,,01612198546,,,1,281,1,ifa,1,False,True
136258,Informed Choice (South West) Limited,ifa,FCA_PERMISSIONS,Authorised,BATH,BA2 9AP,+441225436571,www.infomedchoice-sw.co.uk,01738451,,,,,0,True,False
195766,InfraRed Capital Partners Limited,institution,FCA_PERMISSIONS,Authorised,London,EC1A 7BL,+4402074841800,www.ircp.com,03364976,,,,,0,True,False
,Innes Reid,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,101,1,ifa,1,False,True
176485,Innisfree Limited,institution,FCA_PERMISSIONS,Authorised,London,EC1M 6HR,+4402072519800,www.innisfree.co.uk,03039792,,,,,0,True,False
122365,Innvotec Limited,institution,FCA_PERMISSIONS,Authorised,London,W1W 6XH,+442076306990,www.innvotec.co.uk,02030086,,,,,0,True,False
119308,Insight Investment Management (Global) Limited,institution,FCA_PERMISSIONS,Authorised,,EC4V 4LA,+442071634000,http://www.insightinvestment.com/,00827982,,,,,0,True,False
941825,Insight Wealth Financial Advisers Ltd,ifa,VOUCHEDFOR,Authorised,Northampton,NN7 2DT,+441604316101,www.insightwealth.co.uk,12948998,3,332,3,ifa,1,False,True
,Inspire Financial North East,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,61,,fa_restricted,1,False,True
110344,IntegraLife UK Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2V 7AD,+4402076084900,www.transact-online.co.uk,00798365,,,,,0,True,False
,Integrated Financial Solutions For You Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,2,66,,fa_restricted,1,False,True
623126,Integritas Financial Planners Ltd,ifa,VOUCHEDFOR,Appointed representative,Swadlincote,DE11 0WT,+4401283777014,www.integritasfp.co.uk,08981673,2,246,2,ifa,1,False,True
,Integrity Mortgage Solutions Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,2,318,2,mortgage_adviser,2,False,True
141282,Interactive Investor Services Limited,platform,FCA_PERMISSIONS,Authorised,Manchester,M3 3NW,+443456076001,www.ii.co.uk,02101863,,,,,0,True,False
542680,InterestMe Financial Planning Ltd,ifa,VOUCHEDFOR,Authorised,London,EC3N 3AX,+442038580660,http://www.interestme.co.uk/,07310886,5,744,5,ifa,1,False,True
195920,Interfinancial,ifa,FCA_PERMISSIONS,Authorised,Market Drayton,TF9 4HP,+4401630642868,http://www.interfinancial.co.uk/,,,,,,0,True,False
143893,International Asset Management limited,institution,FCA_PERMISSIONS,Authorised,London,SW1Y 4LR,+4402077348488,www.iam.uk.com,02355655,,,,,0,True,False
,International Property Finance Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,02081668476,,,1,95,,mortgage_adviser,1,False,True
191858,Intesa Sanpaolo SpA,ifa,FCA_PERMISSIONS,Authorised,London,EC4N 1SA,+4402076513000,https://imi.intesasanpaolo.com/en/,BR000036,,,,,0,True,False
,Intuitive FS,ifa,VOUCHEDFOR,Assumed Authorised,,,01213668422,,,3,135,,fa_restricted,1,False,True
118989,Invesco,institution,HARDCODED_INSTITUTION,Authorised,Henley-on-Thames,RG9 1HY,,,,,,,,0,True,False
122674,Invesco Asset Management Limited,institution,FCA_PERMISSIONS,Authorised,Henley-on-Thames,RG9 1HH,+441491416032,http://www.invesco.co.uk/,00949417,,,,,0,True,False
119298,Invesco Fund Managers Limited,ifa,FCA_PERMISSIONS,Authorised,Henley-on-Thames,RG9 1HH,+441491416032,http://www.invesco.co.uk/,00898166,,,,,0,True,False
,Invest Southwest,ifa,VOUCHEDFOR,Assumed Authorised,,,01823760866,,,1,23,,ifa,1,False,True
956258,Investa Finance,ifa,VOUCHEDFOR,Authorised,London,E7 0HA,+4402085558088,www.investafinance.co.uk,09985503,1,102,1,mortgage_adviser,1,False,True
154918,Investacc Limited,ifa,FCA_PERMISSIONS,Authorised,Carlisle,CA6 4BY,+4401228538988,www.investacc.co.uk,02719226,,,,,0,True,False
197493,Investax Limited,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G2 4QY,+441412262999,www.investaxlimited.co.uk,SC222930,,,,,0,True,False
139122,Investcorp Securities Limited,institution,FCA_PERMISSIONS,Authorised,London,W1K 3HW,+4402076296600,https://www.investcorp.com/,02217792,,,,,0,True,False
172330,Investec Bank PLC,institution,FCA_PERMISSIONS,Authorised,London,EC2V 7QP,+4402075974000,www.investec.com,00489604,,,,,0,True,False
145048,Investec Wealth & Investment,ifa,GUESSED_DEFAULT,Authorised,London,EC2A 2EW,,https://www.investecwin.co.uk,,,,,,0,True,False
170924,Investindustrial Advisors Limited,institution,FCA_PERMISSIONS,Authorised,London,SW3 1AF,+442076642121,www.investindustrial.com,01316019,,,,,0,True,False
192005,Investing Ethically Ltd,ifa,FCA_PERMISSIONS,Authorised,Norwich,NR3 2AW,+4401603309020,www.investing-ethically.co.uk,03948922,,,,,0,True,False
176507,Investment & Portfolio Consultants Limited,institution,FCA_PERMISSIONS,Authorised,London,W1B 1NT,+4402076476790,www.investmentandportfolioconsultants.com,03069488,,,,,0,True,False
114432,Investment Funds Direct Limited,ifa,FCA_PERMISSIONS,Authorised,Bath,BA1 1HB,+4403450766140,www.mandg.com/wealth/platform,01610781,,,,,0,True,False
174730,Investment Services UK Limited,ifa,FCA_PERMISSIONS,Authorised,London,W1G 9SP,+4402074368070,www.isul.co.uk,03074508,,,,,0,True,False
,Invicta Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,02081667217,,,4,86,3,ifa,4,False,True
,Invictus Wealth Consultants Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,31,,fa_restricted,1,False,True
533879,Iris Wealth Management,ifa,VOUCHEDFOR,Authorised,London,EC2A 4DJ,+4402071930383,www.iris-advisory.com,07238413,1,137,1,fa_restricted,1,False,True
,Irlam Estates Financial Services Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,01612198576,,,1,112,1,mortgage_limited,1,False,True
620330,IronMarket Wealth,ifa,VOUCHEDFOR,See full details,Newcastle,ST5 9QA,+4401782461563,www.net-worthntwrk.com/,08411874,3,485,3,ifa,1,False,True
,Isca Wealth Management Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,77,1,ifa,1,False,True
196669,Isio Investment Solutions Limited,institution,FCA_PERMISSIONS,Authorised,London,EC2V 7EE,+447500993506,www.isio.com,03981512,7,223,1,ifa,5,True,True
,Islin Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,02081667217,,,1,37,,fa_restricted,1,False,True
114997,Ivor Jones & Co. Ltd.,ifa,FCA_PERMISSIONS,Authorised,Ivybridge,PL21 0DB,+4401752698111,www.ivorjones.co.uk,01146325,,,,,0,True,False
172140,J & E Davy (UK) Limited,institution,FCA_PERMISSIONS,Authorised,Belfast,BT1 5GB,+442890310655,www.DavyUK.co.uk,NI028952,,,,,0,True,False
,J Edward Sellars,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,3,46,2,ifa,1,False,True
,J G Wealth Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,168,1,fa_restricted,1,False,True
138981,J Hatty & Co,ifa,FCA_PERMISSIONS,Authorised,Bangor,BT20 4LE,+4402891270915,www.Jhatty.co.uk,,,,,,0,True,False
,J Illingworth & Co Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,8,,ifa,1,False,True
147406,J O Hambro Capital Management Limited,institution,FCA_PERMISSIONS,Authorised,London,SW1Y 4AH,+442077475678,www.johcm.co.uk,02176004,,,,,0,True,False
,J P Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,60,1,fa_restricted,1,False,True
122691,J ROTHSCHILD CAPITAL MANAGEMENT LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,SW1A 1NR,+442074938111,,02201053,,,,,0,True,False
,J Ramos Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,02081668476,,,1,62,1,fa_restricted,1,False,True
121551,J W Hickinson & Co,ifa,FCA_PERMISSIONS,Authorised,Ballymoney,BT53 8RW,+4402820751308,,,,,,,0,True,False
116320,J. EDWARD SELLARS AND PARTNERS LIMITED,institution,FCA_PERMISSIONS,Authorised,Clevedon,BS21 6TZ,+4401934875910,https://www.jesellars.co.uk/,01201277,,,,,0,True,False
124579,J.P. Morgan Europe Limited,institution,FCA_PERMISSIONS,Authorised,London,E14 5JP,+442034931949,https://www.chase.co.uk/gb/en/,00938937,,,,,0,True,False
119267,J.P. Morgan Investment Management Inc,institution,FCA_PERMISSIONS,Authorised,New York,10017-2014,+18003431113,https://am.jpmorgan.com/gb/en/asset-management/gim/welcome,FC012906,,,,,0,True,False
114031,J.P. Morgan Markets Limited,institution,FCA_PERMISSIONS,Authorised,London,E14 5JP,+442034936310,https://www.jpmorgan.com/global,01592029,,,,,0,True,False
155240,J.P. Morgan Securities plc,institution,FCA_PERMISSIONS,Authorised,London,E14 5JP,+442034936310,www.jpmorgan.com/,02711006,,,,,0,True,False
118513,JB Wealth Management Limited,ifa,FCA_PERMISSIONS,Authorised,Sutton,SM3 8BL,+4402086617222,www.jbwm.co.uk,01347949,,,,,0,True,False
823110,JBM Wealth Management Ltd,ifa,VOUCHEDFOR,Appointed representative,Exmouth,EX8 1RS,+4401395883920,www.jbmwealth.co.uk,11534763,1,93,,ifa,1,False,True
139253,JEFFERIES INTERNATIONAL LIMITED,institution,FCA_PERMISSIONS,Authorised,London,EC2N 4JL,+442070298000,www.jefferies.com,01978621,,,,,0,True,False
,JF Financial Solutions,ifa,VOUCHEDFOR,Assumed Authorised,,,01612198546,,,1,191,1,mortgage_adviser,1,False,True
,JF Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,27,1,fa_restricted,1,False,True
194161,JFS Cheltenham Limited,ifa,FCA_PERMISSIONS,Authorised,Cheltenham,GL52 2PW,+4401242228822,jfscheltenham.com,03975195,,,,,0,True,False
,JLM  Mortgage Services,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,2,85,1,mortgage_adviser,1,False,True
991615,JLM Wealth,ifa,VOUCHEDFOR,Appointed representative,Hitchin,SG5 1HP,+4401462222002,www.jlmwealth.com,14602600,2,151,2,ifa,1,False,True
196619,JLT Wealth Management Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC3R 5BU,+442073572238,,03876529,,,,,0,True,False
150860,JM Finn,ifa,GUESSED_DEFAULT,Authorised,London,EC2V 7AH,,https://www.jmfinn.com,,,,,,0,True,False
,JM Wealth,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,137,1,ifa,1,False,True
116687,JMG Insurance Brokers Limited,ifa,FCA_PERMISSIONS,Authorised,Leeds,LS20 9LT,+441943876631,www.jmginsurance.co.uk,01079593,,,,,0,True,False
195987,JML (FINANCIAL) ASSOCIATES LIMITED,ifa,FCA_PERMISSIONS,Authorised,Cobham,KT11 1HG,+4401932865500,www.jmlassociates.co.uk,04146750,,,,,0,True,False
,JML (Financial) Associates Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,3,262,3,mortgage_adviser,1,False,True
,JMS Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,29,,fa_restricted,1,False,True
,JPA Financial Services LTD,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,2,269,2,ifa,1,False,True
119337,JPMorgan Asset Management (UK) Limited,institution,FCA_PERMISSIONS,Authorised,London,EC4Y 0JP,+440800204020,https://am.jpmorgan.com/gb/en/asset-management/gim/welcome,01161446,,,,,0,True,False
124491,"JPMorgan Chase Bank, National Association",institution,FCA_PERMISSIONS,Authorised,London,E14 5JP,+442034936310,www.jpmorganchase.com,FC004891,,,,,0,True,False
119346,JPMorgan Funds Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC4Y 0JP,+440800204020,https://am.jpmorgan.com/gb/en/asset-management/gim/welcome,SC019438,,,,,0,True,False
,JPS Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01273767211,,,1,119,1,fa_restricted,1,False,True
171847,JUPITER INVESTMENT MANAGEMENT LIMITED,institution,FCA_PERMISSIONS,Authorised,London,SW1E 6SQ,+442038171000,http://www.jupiteram.com/,02949554,,,,,0,True,False
,JVA Mortgages,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,80,1,mortgage_adviser,1,False,True
,JW Financial Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,2,260,,ifa,1,False,True
197492,JXG Wealth Limited,ifa,FCA_PERMISSIONS,Authorised,Hessle,HU13 9PB,+4401482968008,,02702410,,,,,0,True,False
121712,Jackson (Life & Pensions) Limited,ifa,FCA_PERMISSIONS,Authorised,Penzance,TR18 4FG,+4401736360717,https://jacksons.life,01175953,,,,,0,True,False
196503,Jade Independent Financial Advisors Limited,ifa,FCA_PERMISSIONS,Authorised,Wallington,SM6 7AH,+4402087737667,https://www.financialadvisersutton.co.uk,04184468,,,,,0,True,False
183921,Jaggi & Company Limited,ifa,FCA_PERMISSIONS,Authorised,Isleworth,TW7 4DA,+4402085603100,www.jaggi.co.uk,03194815,,,,,0,True,False
433988,Jalapeno (UK) Ltd,ifa,VOUCHEDFOR,Appointed representative,Coventry,CV1 4JF,+4402476239250,https://www.jalapenoltd.co.uk/,04910679,2,180,2,ifa,1,False,True
189219,James Brearley & Sons Limited,institution,FCA_PERMISSIONS,Authorised,Blackpool,FY4 4NW,+4401253831100,www.jbrearley.co.uk,03705135,,,,,0,True,False
163496,James Carl,ifa,FCA_PERMISSIONS,Authorised,London,W1W 7ST,+447717114374,,,,,,,0,True,False
190358,James Chadwick and Associates,ifa,FCA_PERMISSIONS,Authorised,London,SW18 4RN,+4402084047811,,,,,,,0,True,False
134435,James Hallam Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC3R 7BB,+442079777888,www.jameshallam.co.uk,01632840,,,,,0,True,False
125062,James Pattie,ifa,FCA_PERMISSIONS,Authorised,Dumfries,DG1 2AG,+4401387261755,www.jrpritchard.co.uk,,,,,,0,True,False
,James Wingate Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,153,1,mortgage_adviser,1,False,True
,Jane Jackson Financial Solutions,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,58,,mortgage_limited,1,False,True
,Jane Newman Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,3,456,2,ifa|mortgage_adviser,1,False,True
,Janes Wealth Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,02035446810,,,1,2,,fa_restricted,1,False,True
