Rank,Priority Score,Category,FRN,Firm Name,Town,Postcode,Phone,Website,Adviser Count,Advises on Investments,Retail Clients,Manages Investments,Pension Transfers,Collective Investment Schemes,Life Policies,Professional Clients,Is AR,Principal FRN,Principal Name,Companies House Number,PIMFA Member,Has Disciplinary History,Data Confidence,Core Score,Fund Distribution Score,Firm Size Score,Multi Asset Cautious Fit,Multi Asset Income Fit,UK Equity Income Fit,Global Equity Fit,Corporate Bond Fit
1720,11,dfm,1019537,Alpha Investment Office Limited,London,EC4R 0AA,+442034750330,www.alphaio.co.uk,1,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,0,11,16,11,1,6
1721,11,dfm,1019749,BBB Investment Services Limited,London,EC4Y 8AP,+4402037721340,www.british-business-bank.co.uk,18,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1722,11,ifa,922790,Novastar Ventures Limited,London,WC1N 3GS,+447824390835,www.novastarventures.com,14,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1723,11,ifa,493591,Oakfield Capital Partners LLP,Richmond,TW9 1HY,+4402070847273,www.oakfieldcapital.co.uk,10,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1724,11,dfm,447203,Fund Analytics Investment Management LLP,London,SW1W 0AF,+4407889704888,www.fundanalytics.com,4,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,5,11,16,11,1,6
1725,11,dfm,441847,Promethean Investments LLP,Edinburgh,EH2 4LH,+4402072483425,www.prometheaninvestments.com,15,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1726,11,dfm,792154,Prosperise Capital LLP,London,SW1X 7QA,+442079591200,www.prosperisecapital.com,18,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1727,11,dfm,546061,Edale Capital LLP,London,W1J 5RL,+4402034273500,www.edalecapital.com,11,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1728,11,dfm,519070,Ryse Asset Management LLP,London,SW1X 7NE,+4402033710047,www.ryseam.com,11,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1729,11,dfm,489432,Featherstone Capital Partners LLP,London,W1K 5QF,+4402071837320,www.featherstonecapital.co.uk,10,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1730,11,dfm,777335,Blockstone Capital Partners LLP,London,SW1X 7LY,+442045388540,www.melioracapital.co.uk,11,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1731,11,dfm,593439,Protean Capital LLP,London,WC1A 1BL,+4402071834864,protean-capital.com,17,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1732,11,dfm,627897,Resonance Asset Management Limited,London,NW1 6DD,+4407968725543,www.resonance.fund,13,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1733,11,dfm,549945,Topor & Co. Limited,London,SE1 9PA,+442031291100,https://www.topor.co.uk/,10,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1734,11,dfm,1027624,Keyridge Asset Management Limited,Dublin,D01 H6K1,+353017042000,https://www.keyridge.com/,10,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1735,11,dfm,1027848,Cork Gully Asset Managers Limited,London,WC2N 6NJ,+442072682150,www.corkgullyassetmanagers.com,4,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,5,11,16,11,1,6
1736,11,ifa,1028936,Ondra UK Limited,London,EC3V 3ND,+442070828769,www.ondra.com,11,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1737,11,dfm,1046925,Double Black Partners Limited,London,W1B 3DG,+442073626600,www.dbpartners.com,4,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,5,11,16,11,1,6
1738,11,ifa,210441,Cassian Capital LLP,London,W2 3UW,+4402074029476,www.cassiancapital.com,13,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1739,11,dfm,912506,John Street Capital Limited,London,EC1N 6TD,+4402074049428,www.johnstreetcapital.com,10,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1740,11,dfm,774214,GRS CAPITAL PARTNERS LIMITED,London,SW1E 6DX,+442038838060,http://www.grscapitalpartners.com/,19,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1741,11,dfm,505716,Milltrust International LLP,London,SE1 3TQ,+442035761470,www.milltrust.com,11,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1742,11,dfm,685437,Boston Partners (UK) Limited,London,EC3V 3SG,+442033566225,www.bostonpartners.co.uk,12,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1743,11,dfm,748424,Brigade Capital Europe Management LLP,London,SW1Y 4LR,+442037706700,www.brigadecapital.com,13,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1744,11,ifa,758412,Maystone Capital Limited,London,W1J 5RL,+442037094550,www.maystone.com,10,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1745,11,dfm,765756,Alanda Capital Management Limited,London,W1J 9EF,+442079298557,www.alandacapital.com,12,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1746,11,ifa,766303,Quinbrook Infrastructure Partners Limited,,W1S 2ES,+442078188600,http://www.quinbrook.com/,10,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1747,11,ifa,766760,Riverfort Global Capital Ltd,London,SW1W 9SA,+442034112781,www.riverfort.com,11,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1748,11,dfm,768167,Blue Whale Capital LLP,London,W1K 4QJ,+442080642457,www.bluewhale.co.uk,10,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1749,11,dfm,768170,Market Access Asset Management Limited,London,EC4N 7BE,+442036175260,https://www.marketaccessetf.com/,14,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1750,11,dfm,771719,CAZADORES INVESTMENTS LTD,London,SW6 3JW,+442080502169,www.cazadoresinvestments.com,15,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1751,11,dfm,772919,Trinetra Investment Management LLP,London,W1C 1AY,+442039088900,www.trinetra-im.com,12,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,11,16,11,1,6
1752,10,dfm,806792,Palm Harbour Capital LLP,Cambridge,CB22 5NE,+447710226550,www.palmharbourcapital.com,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1753,10,dfm,147150,Merrill Lynch International,London,EC1A 1HQ,+4402076281000,https://business.bofa.com/uk/en/about-us.html,9069,True,False,True,True,False,True,True,False,,,,False,True,0.5,5,15,20,10,15,10,0,5
1754,10,ifa,537103,Future Value Capital LLP,London,SW1W 9SH,+4402033180609,www.futurevaluecapital.com,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1755,10,ifa,786588,Primus Capital Limited,London,W2 2HB,+442034887098,www.primuscapital.co.uk,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1756,10,ifa,791894,WOOZLE RESEARCH LIMITED,London,W6 8DL,+447969274134,www.woozleresearch.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1757,10,ifa,789721,Selfie Wealth Limited,London,SE1 2JE,+4420396664111,www.selfiewealth.co.uk,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1758,10,dfm,826211,Fairtree Asset Management LLP,London,GU1 2AB,+441483230385,www.fairtree.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1759,10,ifa,828551,Lodge Quai Advisors LLP,London,W1S 4NE,+442034236307,www.lodgequai.com,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1760,10,ifa,829462,1607 Capital Partners Limited,London,W6 8DA,+442036098621,www.1607capital.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1761,10,ifa,829696,TMT Global Advisers LLP,London,EC1V 2NX,+4407769671140,http://tmtgbl.com/,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1762,10,ifa,830574,Realty Corporation Limited,London,W1B 4BD,+442045315304,http://www.realtycorp.co.uk/,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1763,10,dfm,789552,BLUE NOBLE LLP,London,W1B 4BD,+4407340260574,www.bluenoble.co.uk,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1764,10,dfm,756192,Alph Capital Limited,London,W1J 5HU,+447768511961,www.alphcapital.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1765,10,ifa,604089,"EAK Management UK, LLP",London,SW1H 9BU,+4402077696736,,10,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1766,10,dfm,601013,GULF CENTRAL MERCHANT BANK LTD,London,SW1Y 5NQ,+442071129005,,11,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1767,10,dfm,617846,Pentwater Capital Management Europe LLP,London,W1S 1EZ,+4402072903130,,10,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1768,10,ifa,627630,Harding Loevner (UK) Limited,London,EC2M 7PP,+442070730411,,13,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1769,10,ifa,593191,Platinum Equity Advisors International (UK) Limited,London,W1S 1HQ,+4402035350899,,12,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1770,10,ifa,593749,Riverside Europe Partners LLP,London,EC4M 7AU,+4402030771900,,11,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1771,10,dfm,141296,Russell Wood Limited,London,W1J 8ED,+442074957666,,14,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1772,10,dfm,657309,Sandglass Capital Advisors (UK) Limited,London,SW1X 0BD,+4402037096531,www.sandglasscapital.com,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1773,10,ifa,604574,Hudnall Capital LLP,Berkhamsted,HP4 1QL,+4402075209085,www.hudnallcapital.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1774,10,dfm,482326,SCOBIE FINANCE LLP,Crawley,RH10 9NN,+4403330155700,www.scobiefinance.com,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1775,10,ifa,575507,SFG Partners LLP,London,SW3 6RD,+447753285450,www.sfgpartners.co.uk,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1776,10,dfm,437466,INFINITY CAPITAL MANAGEMENT LTD.,London,WC2R 0LT,+4402074084442,www.infinitycapitalmanagement.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1777,10,ifa,491367,INFINITY CAPITAL PARTNERS LIMITED,London,EC1V 2NX,+447803592174,https://www.infinitycap.co,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1778,10,ifa,602092,Insight Investment Research LLP,London,SE16 7TN,+4402033979182,www.insightir.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1779,10,ifa,475344,Institutional Investment Advisors Limited,London,W1J 9EN,+4407720808681,www.ininad.co.uk,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1780,10,ifa,533879,IRIS Advisory Limited,London,EC2A 4DJ,+4402071930383,www.iris-advisory.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1781,10,ifa,599278,JAY CAPITAL LTD,London,W1B 3HH,+447511042734,www.jaycaplimited.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1782,10,ifa,616299,SYMBIOTICS (UK) LTD,London,EC3A 7BA,+4402037861185,,15,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1783,10,ifa,630426,Amedeo Services (UK) Limited,London,WC1R 4QH,+442076216500,www.amedeo.aero,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1784,10,dfm,426336,De Lisle Partners LLP,Poole,BH14 8JG,+4401202879611,www.delislepartners.com,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1785,10,ifa,208116,DC Dwek Corporate Finance Limited,London,W1B 5TB,+4402072877841,www.dcdwek.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1786,10,ifa,599274,Khalij (UK) Limited,London,E14 5DY,+442082523019,www.khalij.co.uk,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1787,10,ifa,190654,THE CAPITAL PARTNERSHIP (U.K.) LIMITED,London,W1K 2NB,+4402073558000,,18,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1788,10,ifa,208120,EEP Advisers Limited,Sevenoaks,TN15 7RF,+4402076299992,www.eeplp.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1789,10,ifa,495131,EKHINOS LIMITED,London,EC2V 5AE,+4407973704728,www.ekhinos.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1790,10,dfm,592056,Outfront Capital Advisors Limited,London,SW6 4LZ,+447974440059,www.outfront.vc,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1791,10,ifa,470246,EM-ES Fund Management LLP,Edgware,HA8 8PG,+4402030087700,www.emesfunds.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1792,10,dfm,534035,P3P Capital LLP,London,W1S 4NS,+4402036676200,,11,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1793,10,ifa,610191,"KSL CAPITAL PARTNERS INTERNATIONAL, LLP",London,SW1A 1LY,+442080690160,www.kslcapital.com,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1794,10,ifa,401905,Titon Associates Ltd,London,SW1Y 4JS,+4402076618194,www.titongroup.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1795,10,ifa,921128,L-GAM UK Advisors Limited,London,SW1Y 4EX,+442070244776,www.l-gam.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1796,10,dfm,466199,Wharton Asset Management UK LLP,London,W2 1AS,+442045681555,,16,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1797,10,ifa,462010,EuroConsult International Mergers & Acquisitions Limited,London,W1J 6HE,+4402076656930,www.ec-ma.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1798,10,ifa,486345,EUROPEAN MARKETS LTD,London,NW3 5AB,+447710458120,www.european-markets.co.uk,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1799,10,ifa,477096,Mangusta Risk Limited,London,W1K 7JF,+447788663485,www.mangustarisk.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1800,10,ifa,610937,XMS Capital Partners UK Limited,London,W1K 3HP,+4407940363717,,14,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1801,10,dfm,180463,Young Associates Limited,London,NW1 5DX,+447768172007,,6,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,10,10,15,10,0,5
1802,10,dfm,122528,Fabian J.A. Finlay M.C.S.I.,London,W2 2SN,+442072622488,,2,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,5,10,15,10,0,5
1803,10,dfm,661884,Zion Capital Limited,London,E14 5NR,+4402070788983,www.zioncapital.co.uk,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1804,10,ifa,505208,Moorgate Capital Group Ltd,London,SW1Y 5ES,+442070607007,www.moorgate-capital.co.uk,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1805,10,ifa,624565,MV Advisers LLP,London,W1B 5LR,+447918719300,https://www.mosaicventures.com/,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1806,10,ifa,461287,Musst Investments LLP,London,W1W 8BD,+447500868484,www.musst.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1807,10,ifa,523789,Navarino Capital Limited,London,W1J 5AW,+4407771895265,www.navarinoltd.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1808,10,dfm,602553,Geneva Capital Partners LLP,London,W1K 6WE,+4402089595052,www.gcpfunds.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1809,10,dfm,547822,Glider Trading LLP,London,SW11 5TB,+4402036272807,www.glidertrading.com,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1810,10,ifa,579294,Oakstone Merchant Bank Limited,London,W1K 5JH,+4407881506785,www.oakstone.uk.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1811,10,ifa,490625,Go4Venture Advisers LLP,London,SW3 5UH,+447595820670,,14,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1812,10,dfm,509772,Goldcin Partners LLP,London,SW3 5QQ,+442079932475,www.goldcinpartners.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1813,10,ifa,581213,Allocean Maritime Investments Ltd,London,NW3 4HB,+4402072055001,www.allocean.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1814,10,dfm,624429,Caygan Capital Ltd,London,EC3N 3AX,+442034189710,http://www.caygan.com/,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1815,10,ifa,597194,Andurance Ventures LLP,London,SW3 1ER,+4402075361720,http://anduranceventures.com/,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1816,10,dfm,505249,LONDON GROWTH CAPITAL LTD,London,W1S 1BN,+442038837810,www.londongrowthcapital.com,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1817,10,ifa,489806,Clermont Energy Partners LLP,London,SW1W 0BD,+4402034053466,www.clermontenergy.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1818,10,dfm,436243,Cavenham Capital Limited,London,SW7 1EE,+4402072431145,www.cavenhamcapital.com,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1819,10,dfm,214576,COMMANDER ASSET MANAGEMENT LIMITED,London,EC4V 5BY,+4402072469930,www.commanderam.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1820,10,dfm,490834,CONSORTIUM CAPITAL LIMITED,London,SW15 5BT,+447710352264,www.consortiumcapitalgroup.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1821,10,ifa,520534,Beach Point Capital Europe LLP,London,W1J 8PD,+442076476150,,18,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1822,10,ifa,607652,Curzon Advisers Limited,London,W1U 7DW,+4402070453200,www.curzonadvisers.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1823,10,dfm,538575,Bivouac Capital LLP,London,NW6 1QN,+4402071937529,http://www.bivouaccapital.com/,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1824,10,dfm,165847,BOHLER & ASSOCIATES LIMITED,London,W1G 0PH,+442088696400,http://www.bohler.co.uk/,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1825,10,ifa,583349,DIF Management UK Limited,London,WC2R 0AG,+4401386584174,www.cvcdif.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1826,10,dfm,605641,RAM Foreign Exchange Limited,Rickmansworth,WD3 1LE,+4402045991588,RAMFX.COM,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1827,10,ifa,459919,RHONE GROUP LLP,London,W1J 6QZ,+442074098232,,16,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1828,10,dfm,223608,Stockdale Street Limited,London,EC1N 6SA,+447768696426,,19,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1829,10,ifa,494184,Absolute Energy Capital LLP,london,TW9 1PL,+4402070369600,,15,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1830,10,dfm,510080,MH MARKETS GLOBAL LIMITED,Wincanton,BA9 9RA,+442086091557,www.PerspectiveInvestments.com,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1831,10,ifa,431634,UK Structured Finance Limited,Haywards Heath,RH16 1AG,+4408703500660,www.uksf.co.uk,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1832,10,ifa,221555,Vollman Brothers Limited,London,EC3V 3ND,+4402078980511,,11,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1833,10,ifa,492566,AEA Investors (UK) LLP,London,W1K 5EF,+4402076597800,,12,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1834,10,dfm,649868,Agricultural Asset Management Limited,Norwich,NR3 1AB,+4401603629871,www.agri-am.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1835,10,ifa,583064,Eaglestone Advisory Limited,London,W1H 6DU,+447702498333,www.eaglestone.eu,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1836,10,ifa,468247,Crystal Amber Advisers (UK) LLP,Pinner,HA5 1RH,+4402074789080,,14,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1837,10,ifa,615672,Wave Securities LLP,London,W1B 5AW,+442033070350,,12,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1838,10,ifa,739696,Trinity Investment Partners Limited,London,W1S 1HN,+447392292710,www.trinityinvestmentpartners.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1839,10,ifa,753959,The Valesco Group Limited,London,W1J 6HN,+442070369721,www.thevalescogroup.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1840,10,ifa,187769,Tethys Advisors Limited,Edinburgh,EH12 6BL,+4407775880470,www.tethysadvisors.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1841,10,ifa,669615,Stellex Capital Management UK LLP,London,SW1Y 4JH,+12127102326,www.stellexcapital.com,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1842,10,ifa,430728,Simon Robertson Associates LLP,London,WC2B 5AH,+442073188888,,16,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1843,10,ifa,495993,Rcapital Partners LLP,London,W1S 4AW,+4402083235888,www.rcapital.co.uk,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1844,10,ifa,705617,Queens Gate Capital Advisors Limited,London,WC2A 3LJ,+442071937883,www.qgcap.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1845,10,ifa,711719,Paloma Capital LLP,London,W1B 3DG,+442035954958,www.palomacapital.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1846,10,dfm,727582,MARLOWE CAPITAL LTD,London,E14 5NR,+442030597800,http://www.marlowecapital.co.uk,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1847,10,dfm,752141,MAC Asset Management Limited,London,SW6 2PE,+442037509971,https://mac-am.co.uk/,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1848,10,ifa,753070,London Mercantile Limited,London,N3 3LF,+442083902194,www.londonmercantile.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1849,10,dfm,709691,Landy Partners Limited,London,SW7 5BE,+442033979820,www.landypartners.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1850,10,ifa,739550,NEEX PRIME UK LLP,London,EC2N 4AG,+4402039981888,,11,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1851,10,ifa,697484,InfraPartners Management LLP,London,SW1Y 5EA,+447941115050,www.ipmllp.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1852,10,ifa,714283,Innova Re Investment Solutions Limited,London,N1 7GU,+447949951583,www.innovareis.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1853,10,ifa,756913,Henderson Park Capital Partners UK LLP,London,SW1W 0EB,+442031676110,hendersonpark.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1854,10,ifa,457265,Ethemba Capital LLP,London,NW3 6QE,+4407767264077,www.ethembacapital.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1855,10,ifa,715988,"Epoch Investment Partners UK, Ltd",London,W1B 5SE,+442038793900,,16,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1856,10,dfm,601030,Enpi LLP,London,SW3 6RD,+4402031786988,www.enpi.co.uk,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1857,10,ifa,750717,Compass Partners International II LLP,London,W6 7DX,+442077612000,,14,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1858,10,ifa,700118,CAP-IT FINANCIAL LIMITED,London,SW10 0UJ,+442080045847,www.capit.co.uk,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1859,10,ifa,751070,BMC UK SUBADVISOR SUPPORT LIMITED,London,W1T 4RN,+442072991480,www.battery.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
