rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
3942,25.8,First Mortgage (North East),,tier_4,1,111,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3943,25.8,Muuvin,,tier_4,1,146,1,mortgage_adviser,03300388938,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3944,25.8,RUMI MORTGAGES LTD,,tier_4,1,251,1,mortgage_adviser,01162389773,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3945,25.8,Anytime Mortgages Ltd,,tier_4,1,160,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3946,25.8,Laura Lewis Financial Ltd,,tier_4,1,209,1,mortgage_limited,03300388939,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3947,25.8,Campbell Financial,,tier_4,1,224,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3948,25.8,Pro Financial Group Ltd,,tier_4,1,135,1,mortgage_limited,03300388938,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3949,25.8,Lawson Financial Ltd,,tier_4,1,260,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3950,25.8,Your Mortgage Expert Ltd,,tier_4,1,115,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3951,25.8,James Wingate Ltd,,tier_4,1,153,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3952,25.8,First Choice Mortgage Company,,tier_4,1,397,1,mortgage_adviser,03300388939,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3953,25.8,Nicholson Brown,,tier_4,1,153,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3954,25.8,Ox and Hart Financial Services,,tier_4,1,100,1,mortgage_limited,03300388941,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3955,25.8,Riach Financial Ltd,,tier_4,1,432,1,mortgage_limited,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3956,25.8,Future Planning Mortgages,,tier_4,1,130,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3957,25.8,Houchell Mortgages Ltd,,tier_4,1,216,1,mortgage_adviser,03300388938,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3958,25.8,Roedean Mortgage Solutions Ltd,,tier_4,1,163,1,mortgage_adviser,03300388940,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3959,25.8,Scarlett Financial Services,,tier_4,1,191,1,mortgage_adviser,02035446810,,,1,0.25,17,50,0,multi_asset_cautious,20,Assumed Authorised,,False,,,
3960,25.8,EDISON ASSOCIATES LIMITED,401890,tier_4,9,0,0,,,BA1 7RA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3961,25.8,First Wealth Management Limited,577316,tier_4,9,0,0,,,NW1 6AS,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3962,25.8,Oakhill Independent Financial Services Limited,453119,tier_4,9,0,0,,,GU21 6NR,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3963,25.8,Private Wealth Mortgages Limited,445980,tier_4,9,0,0,,,RH13 5AD,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3964,25.8,Austin Friars Financial Services LLP,798996,tier_4,9,0,0,,,EC2N 2QP,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3965,25.8,Barlow Irvin Financial Services Ltd,816668,tier_4,9,0,0,,,BL1 8NW,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3966,25.8,Castlegate Financial Services Limited,621597,tier_4,9,0,0,,,NG11 0DQ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3967,25.8,John Earnshaw Independent Financial Advisers Ltd,300025,tier_4,8,0,0,,,FY6 8DA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3968,25.8,Bright Financial Planning Limited,459572,tier_4,8,0,0,,,CO10 2SP,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3969,25.8,Albion Financial Advice Services Ltd,769375,tier_4,8,0,0,,,DN9 3GA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3970,25.8,Ashleigh Green Financial Services Ltd,801412,tier_4,8,0,0,,,RM16 3HS,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3971,25.8,Financial and Credit Insurance Services Limited,307194,tier_4,8,0,0,,,TN13 1HA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3972,25.8,TCOT Financial Services Limited,705235,tier_4,8,0,0,,,SN10 3LP,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3973,25.8,MULGRAVE FINANCIAL SERVICES LIMITED,835274,tier_4,8,0,0,,,PO20 2EW,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3974,25.8,Masterplan Financial Services,400535,tier_4,8,0,0,,,RG30 4JU,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3975,25.8,2M Financial Services Ltd,510229,tier_4,8,0,0,,,LS1 4PR,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3976,25.8,Henchurch Lane Financial Services Ltd,836335,tier_4,8,0,0,,,ME1 1EL,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3977,25.8,Harvey Bowes Financial Services Limited,782846,tier_4,8,0,0,,,NP20 4AL,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3978,25.8,VITTY ALEXANDER FINANCIAL SERVICES LIMITED,435511,tier_4,8,0,0,,,S7 2QE,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3979,25.8,Silverline Financial Services Ltd,705144,tier_4,8,0,0,,,HA5 5DX,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3980,25.8,Fulford Mortgage Advisers,211178,tier_4,7,0,0,,,YO19 6JQ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3981,25.8,IC WEALTH FINANCIAL PLANNING LTD,585389,tier_4,7,0,0,,,CV32 5EL,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3982,25.8,Lighthouse Independent Financial Solutions Limited,629072,tier_4,7,0,0,,,IP6 9HF,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3983,25.8,Quealy & Co Financial Services Limited,919693,tier_4,7,0,0,,,ME9 8JE,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3984,25.8,Open Financial Services Ltd,992612,tier_4,7,0,0,,,BB5 1EH,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3985,25.8,HOWDENGRANGE FINANCIAL SERVICES LIMITED,568079,tier_4,7,0,0,,,EH10 7DS,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3986,25.8,Goldberg Steele Financial Services Limited,559373,tier_4,7,0,0,,,WD23 3EL,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3987,25.8,MY FINANCIAL SERVICES GROUP LIMITED,717338,tier_4,7,0,0,,,WD24 4QP,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3988,25.8,Sensee Financial Services Limited,670732,tier_4,7,0,0,,,CH41 1LH,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3989,25.8,Feingold Financial Services Limited,303451,tier_4,6,0,0,,,M4 5JW,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3990,25.8,Clark & Poole Ltd,498775,tier_4,6,0,0,,,RG40 3BY,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3991,25.8,BEST FINANCIAL PLANNING LTD,605053,tier_4,6,0,0,,,OX44 9DA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3992,25.8,TAILOR-MADE WEALTH MANAGEMENT LIMITED,605193,tier_4,6,0,0,,,BT78 2QZ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3993,25.8,Personal Retirement Planning Ltd,781803,tier_4,6,0,0,,,EN9 1JH,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3994,25.8,P2M Asset Management Ltd,511188,tier_4,6,0,0,,,WD17 4PN,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3995,25.8,CARAVEL FINANCIAL SERVICES LTD,757834,tier_4,6,0,0,,,BD19 5DN,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3996,25.8,Evolve Financial Services (Scotland) Ltd,793208,tier_4,6,0,0,,,EH4 2NR,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3997,25.8,Bionic Financial Services Limited,544998,tier_4,6,0,0,,,EC2A 2AP,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3998,25.8,XL FINANCIAL SERVICES LIMITED,487823,tier_4,6,0,0,,,TA7 8QQ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
3999,25.8,KEY LIFE FINANCIAL SERVICES LTD,577528,tier_4,6,0,0,,,HA7 1JS,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4000,25.8,Balanced Financial Services Limited,803174,tier_4,6,0,0,,,NR5 9NA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4001,25.8,Bright Box Financial Services Ltd,823508,tier_4,6,0,0,,,N20 9HR,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4002,25.8,Optimize Financial Services Limited,692431,tier_4,6,0,0,,,CO6 3DH,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4003,25.8,Murphy Scoular Financial Services,305468,tier_4,6,0,0,,,KA7 2HH,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4004,25.8,Yorkshire Financial Services Ltd,841681,tier_4,6,0,0,,,DN9 3GA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4005,25.8,AMG Financial Planning Ltd,522252,tier_4,5,0,0,,,BT53 6AL,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4006,25.8,Clifford Davis Financial Planning Ltd,792018,tier_4,5,0,0,,,N20 9AE,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4007,25.8,Gold Independent Financial Services Limited,302646,tier_4,5,0,0,,,DE5 3HR,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4008,25.8,FINANCIAL OPTIONS (SELBY) LIMITED,711304,tier_4,5,0,0,,,YO8 4DS,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4009,25.8,Gary Andrew Vernon,454967,tier_4,5,0,0,,,CW5 5NA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4010,25.8,International Investment Management Group (UK)Ltd,301676,tier_4,5,0,0,,,CH44 6LJ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4011,25.8,The Mortgage & Financial Advice Shop Ltd,468411,tier_4,5,0,0,,,WD25 8HR,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4012,25.8,SANDBECK HOUSE FINANCIAL SERVICES LTD,523895,tier_4,5,0,0,,,DN11 9QJ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4013,25.8,Easy Street Financial Services Limited,1013595,tier_4,5,0,0,,,GU15 3HL,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4014,25.8,LEA Financial Services Limited,482614,tier_4,5,0,0,,,PL2 1AX,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4015,25.8,MG FINANCIAL SERVICES (GB) LIMITED,225505,tier_4,5,0,0,,,WS1 1TJ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4016,25.8,Just Financial Services (Wales) Ltd,496152,tier_4,5,0,0,,,SA14 8DG,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4017,25.8,Stablegate Financial Services Ltd,782050,tier_4,5,0,0,,,CM23 2JU,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4018,25.8,BURGESS YACHTING FINANCIAL SERVICES LIMITED,572603,tier_4,5,0,0,,,SW1Y 4LR,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4019,25.8,TEAM FINANCIAL SERVICES LIMITED,301107,tier_4,5,0,0,,,EX1 2LZ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4020,25.8,Britannia Financial Services Limited,844980,tier_4,5,0,0,,,WV4 5AA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4021,25.8,Argyle Estate Agents & Financial Services Limited,303944,tier_4,5,0,0,,,DN35 8EU,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4022,25.8,Hallmark Financial Services Limited,438373,tier_4,5,0,0,,,CM5 0GA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4023,25.8,MASON OWEN FINANCIAL SERVICES LIMITED,309238,tier_4,5,0,0,,,L3 9AG,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4024,25.8,Financial Management Technology Services Ltd,444539,tier_4,5,0,0,,,M33 6HE,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4025,25.8,Elite Financial Services,300947,tier_4,5,0,0,,,BT28 2BP,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4026,25.8,EXCEL FINANCIAL SERVICES LIMITED,706568,tier_4,5,0,0,,,HG5 8PJ,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4027,25.8,JA Financial Services Limited,447379,tier_4,5,0,0,,,CV35 7RR,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4028,25.8,Dragonfly Financial Services Limited,601278,tier_4,5,0,0,,,DN9 3GA,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4029,25.8,Stepping Stones Financial Services Limited,451050,tier_4,5,0,0,,,S36 6DT,,0,0.12,12,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4030,25.7,Frances Bryan,596758,tier_4,1,24,1,fa_restricted,+447989964678,LE12 8PY,,1,0.38,13,50,5,multi_asset_cautious,25,Appointed representative,,False,,,
4031,25.6,White Lotus Wealth,,tier_4,2,15,0,fa_restricted,03300388938,,,2,0.25,14,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4032,25.6,Evely Swan Ltd,,tier_4,2,7,0,fa_restricted,02035446810,,,2,0.25,14,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4033,25.6,Kingswood Group,,tier_4,2,10,0,fa_restricted,01142870432,,,2,0.25,14,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4034,25.6,Simone Wealth Management Limited,,tier_4,2,15,0,fa_restricted,03300388940,,,2,0.25,14,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4035,25.4,Martin Ambler,136188,tier_4,4,0,0,,+4407976797195,S40 3RA,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4036,25.4,Home Financial Consultants (Chelmsford),157268,tier_4,4,0,0,,+4401245478240,CM2 8JW,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4037,25.4,James Carl,163496,tier_4,4,0,0,,+447717114374,W1W 7ST,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4038,25.4,Arthur Temlett,118204,tier_4,2,0,0,,+4401387269844,DG1 2NJ,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4039,25.4,Robert Mead,121250,tier_4,2,0,0,,+4401279424423,CM18 7JF,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4040,25.4,"Melvyn R. Davies, Esq.",125422,tier_4,2,0,0,,+441443204291,CF38 1PP,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4041,25.4,Laxton Hogarth & Associates,134730,tier_4,2,0,0,,+4402077270220,W8 4BH,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4042,25.4,Anil Tanna,136631,tier_4,2,0,0,,+442086441408,SM3 9NL,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4043,25.4,Omega Financial Services,137596,tier_4,2,0,0,,+441992730490,EN9 3NF,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4044,25.4,Paul Byrne,158610,tier_4,2,0,0,,+4401698276384,ML1 2SP,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4045,25.4,Yash Financial Services,184308,tier_4,2,0,0,,+4402084707910,E7 8AN,,0,0.25,11,55,5,multi_asset_cautious,20,Authorised,,True,True,True,False
4046,25.3,Cogent Financial Planning Limited,302638,tier_4,9,0,0,,,,,0,0.0,12,55,0,multi_asset_cautious,20,Authorised,,True,True,True,False
4047,25.3,Roberts & Co Financial Planning,477177,tier_4,5,0,0,,,,,0,0.0,12,55,0,multi_asset_cautious,20,Authorised,,True,True,True,False
4048,25.2,PJL Wealth Management Ltd,,tier_4,1,60,1,fa_restricted,02035510160,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4049,25.2,Cela Asset Management,,tier_4,1,64,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4050,25.2,Ketan Measuria,,tier_4,1,20,1,fa_restricted,02035510160,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4051,25.2,Compass Financial Solutions Ltd,,tier_4,1,63,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4052,25.2,The Edmund Wilson Practice,,tier_4,1,82,1,fa_restricted,02035510160,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4053,25.2,Perpetua Wealth Partners Limited,,tier_4,1,93,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4054,25.2,AP Partners Wealth Management,,tier_4,1,60,1,fa_restricted,03300388942,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4055,25.2,Affirma Financial Planning Limited,,tier_4,1,87,1,fa_restricted,03300388942,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4056,25.2,Noula Wealth Consultancy Limited,,tier_4,1,64,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4057,25.2,SRJ Wealth Management,,tier_4,1,95,1,fa_restricted,02035510160,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4058,25.2,Reliance Wealth Management Ltd,,tier_4,1,75,1,fa_restricted,03300388941,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4059,25.2,NB Wealth,,tier_4,1,77,1,fa_restricted,03300388938,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4060,25.2,PercyBaxter Wealth Management,,tier_4,1,56,1,fa_restricted,02081667217,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4061,25.2,William Street Wealth Management,,tier_4,1,44,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4062,25.2,SWFS Ltd,,tier_4,1,22,1,fa_restricted,02035446810,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4063,25.2,Jonathan Elliott Wealth Management Ltd,,tier_4,1,36,1,fa_restricted,03300388938,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4064,25.2,Charterman Wealth Management Limited,,tier_4,1,22,1,fa_restricted,02035446810,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4065,25.2,StoneArch Advisers,,tier_4,1,22,1,fa_restricted,03300388938,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4066,25.2,Manow Wealth Partners Limited,,tier_4,1,21,1,fa_restricted,03300388939,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4067,25.2,Consilium Financial Management,,tier_4,1,41,1,fa_restricted,03300388938,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4068,25.2,GSQ Wealth Ltd,,tier_4,1,81,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4069,25.2,Yasuto Arai Wealth Management,,tier_4,1,54,1,fa_restricted,02081667217,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4070,25.2,Harris Financial Planning,,tier_4,1,27,1,fa_restricted,02035510160,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4071,25.2,Rebecca Maxwell-Hyslop Financial Planning,,tier_4,1,44,1,fa_restricted,02035446810,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4072,25.2,EFC Financial Planning,,tier_4,1,56,1,fa_restricted,02081667217,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4073,25.2,RSR Weath Management,,tier_4,1,65,1,fa_restricted,02035510160,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4074,25.2,Elderbee Wealth Management Limited,,tier_4,1,30,1,fa_restricted,02081667217,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4075,25.2,J Ramos Wealth Management,,tier_4,1,62,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4076,25.2,PeaK Personal Finance Ltd,,tier_4,1,89,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4077,25.2,Pledge Financial Services Ltd,,tier_4,1,80,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4078,25.2,NJL Wealth LLP,,tier_4,1,69,1,fa_restricted,03300388940,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4079,25.2,Vaughan Wealth,,tier_4,1,87,1,fa_restricted,01184430107,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4080,25.2,Richard Pearce Wealth Management Ltd,,tier_4,1,74,1,fa_restricted,03300388942,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4081,25.2,Naomi Haynes Financial Planning,,tier_4,1,88,1,fa_restricted,03300388942,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4082,25.2,M&D Wealth Management Limited,,tier_4,1,64,1,fa_restricted,03300388942,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4083,25.2,Manor Wealth Management,,tier_4,1,87,1,fa_restricted,03300388942,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4084,25.2,Full Swing Financial Planning,,tier_4,1,48,1,fa_restricted,03300388942,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4085,25.2,Paula Bicknell Wealth,,tier_4,1,84,1,fa_restricted,01184430189,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4086,25.2,Frontier Wealth Limited,,tier_4,1,63,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4087,25.2,Rose Associates Financial Planning,,tier_4,1,27,1,fa_restricted,02081667217,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4088,25.2,Optimal Wealth Management LTD,,tier_4,1,54,1,fa_restricted,03300388940,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4089,25.2,Attain Financial Planning,,tier_4,1,78,1,fa_restricted,03300388939,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4090,25.2,Gold Wealth Management,,tier_4,1,66,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4091,25.2,Nade Khan,,tier_4,1,52,1,fa_restricted,02081668476,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4092,25.2,Charles Wealth Management Limited,,tier_4,1,74,1,fa_restricted,03300388939,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4093,25.2,J P Wealth Management Ltd,,tier_4,1,60,1,fa_restricted,03300388938,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4094,25.2,Berkshire Financial Planning Ltd,,tier_4,1,70,1,fa_restricted,03300388942,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4095,25.2,Cole Financial Associates Ltd,,tier_4,1,59,1,fa_restricted,03300388940,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4096,25.2,Stringer Mann Chartered Financial Planners,,tier_4,1,65,1,fa_restricted,03300388941,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4097,25.2,Burlington Wealth Management Ltd,,tier_4,1,25,1,fa_restricted,02035510160,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4098,25.2,Richard Cox Wealth Management,,tier_4,1,56,1,fa_restricted,03300388938,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4099,25.2,Alpe Wealth Management Ltd,,tier_4,1,55,1,fa_restricted,03300388940,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4100,25.2,TDS Financial LTD,,tier_4,1,55,1,fa_restricted,03300388940,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4101,25.2,Municipal Financial Planning,,tier_4,1,68,1,fa_restricted,03300388941,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
4102,25.2,Sharp Wealth Management,,tier_4,1,73,1,fa_restricted,03300388938,,,1,0.25,13,50,0,multi_asset_cautious,25,Assumed Authorised,,False,,,
