rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
770,29.4,McCarthy Wealth Management,,tier_4,1,49,0,ifa,02920538418,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
771,29.4,Blackstone Partners,,tier_4,1,53,0,ifa,02920538418,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
772,29.4,Future Balance,,tier_4,1,27,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
773,29.4,EST Wealth Ltd,,tier_4,1,26,0,ifa,03300388940,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
774,29.4,Bridgewood IFA Ltd,,tier_4,1,58,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
775,29.4,Holt Financial Services Limited,,tier_4,1,33,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
776,29.4,Cilbenrick Limited,,tier_4,1,44,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
777,29.4,Cornerstone Wealth Planning,,tier_4,1,34,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
778,29.4,Tallow Financial Planning Limited,,tier_4,1,69,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
779,29.4,Aristotle Financial Planning,,tier_4,1,28,0,ifa,03300388940,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
780,29.4,Henry Spain Investment Services,,tier_4,1,21,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
781,29.4,Gibson Financial Planning Ltd,,tier_4,1,85,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
782,29.4,Regis Bentley Ltd,,tier_4,1,84,0,ifa,02380200247,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
783,29.4,Wayfinder Wealth Management,,tier_4,1,55,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
784,29.4,Best Life Financial Planning Ltd,,tier_4,1,44,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
785,29.4,Parkworth Financial Services Ltd,,tier_4,1,42,0,ifa,03300388940,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
786,29.4,Bramley Financial Planning,,tier_4,1,89,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
787,29.4,Clayden Associates Ltd,,tier_4,1,27,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
788,29.4,Opal Financial Management Limited,,tier_4,1,56,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
789,29.4,IQ Financial Advice,,tier_4,1,23,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
790,29.4,Belmont Associates Limited,,tier_4,1,48,0,ifa,03300388942,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
791,29.4,Lifetime Financial Solutions,,tier_4,1,70,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
792,29.4,Smith & Pinching Financial Services Ltd,,tier_4,1,54,0,ifa,03300388940,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
793,29.4,Finance Shop,,tier_4,1,85,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
794,29.4,Invest Southwest,,tier_4,1,23,0,ifa,01823760866,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
795,29.4,Canonium Wealth Planning,,tier_4,1,25,0,ifa,03300388938,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
796,29.4,LenRose Wealth Management,,tier_4,1,57,0,ifa,03300388941,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
797,29.4,I Planning Wealth Management Ltd,,tier_4,1,39,0,ifa,03300388939,,,1,0.38,11,60,10,multi_asset_cautious,30,,,False,,,
798,29.3,Ellis James Financial,953976,tier_4,1,208,1,mortgage_adviser,+4401174353040,BS34 6AS,,1,0.75,22,50,15,multi_asset_cautious,20,Appointed representative,13367133,True,,,
799,29.3,The Residential Mortgage Hub,920208,tier_4,1,128,1,mortgage_adviser,+4401634968111,ME7 1BB,,1,0.75,22,50,15,multi_asset_cautious,20,Appointed representative,11839703,True,,,
800,29.3,Generational Wealth Management (IFA) Ltd,918757,tier_4,1,10,0,ifa,+4401732647111,DA5 3AP,,1,0.62,7,60,25,multi_asset_cautious,30,Appointed representative,,True,,,
801,29.3,Melville Independent Plc,0131268,tier_4,1,10,0,ifa,01312680823,EH3 7NS,,1,0.62,7,60,25,multi_asset_cautious,30,,,True,,,
802,29.2,Edwards Wealth Ltd,,tier_4,6,26,1,fa_restricted,03300388938,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
803,29.2,Scott & Associates Financial Planning,,tier_4,5,90,2,fa_restricted,03300388940,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
804,29.2,Bradbys Wealth Management,,tier_4,4,257,3,fa_restricted,02081668476,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
805,29.2,Eminent Financial Limited,,tier_4,4,460,4,fa_restricted|mortgage_limited,02081668476,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
806,29.2,Atherton & Associates Wealth Management Ltd,,tier_4,4,240,4,fa_restricted,03300388938,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
807,29.2,Alan Rutherford Wealth Management Ltd,,tier_4,4,159,3,fa_restricted,01224228770,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
808,29.2,Southover Wealth,,tier_4,3,101,3,fa_restricted,02035510160,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
809,29.2,Ginkgo Financial Ltd.,,tier_4,3,354,3,fa_restricted,02035510160,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
810,29.2,Accession,,tier_4,3,158,3,fa_restricted,03300388942,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
811,29.2,Lawton Financial Services,,tier_4,3,455,3,fa_restricted|mortgage_adviser,03300388942,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
812,29.2,Cathedral Wealth Management Ltd,,tier_4,3,200,3,fa_restricted,03300388940,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
813,29.2,Waterhouse Financial Advisers Limited,,tier_4,3,173,3,fa_restricted,03300388940,,,1,0.38,23,50,0,multi_asset_cautious,25,,,False,,,
814,29.2,Identity Financial Solutions,471900,tier_4,1,81,1,mortgage_adviser,+4407966444490,SK9 7EJ,www.identityfs.co.uk,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,06341454,True,,,
815,29.2,MortgagesToGo Ltd,784201,tier_4,1,46,1,mortgage_adviser,+4401844355021,PO36 9FQ,www.mortgagestogo.net,1,0.88,18,50,30,multi_asset_cautious,20,Appointed representative,10764280,True,,,
816,28.8,Vantage Wealth Management Limited,,tier_4,4,95,3,fa_restricted,02081668476,,,2,0.38,22,50,0,multi_asset_cautious,25,,,False,,,
817,28.8,Tetra Financial Planning Ltd,,tier_4,3,49,3,fa_restricted,03300388940,,,2,0.38,22,50,0,multi_asset_cautious,25,,,False,,,
818,28.8,Argent Chartered Financial Planners,,tier_4,2,123,0,fa_restricted,03300388940,,,2,0.38,22,50,0,multi_asset_cautious,25,,,False,,,
819,28.8,Royston Fox Associates,,tier_4,4,89,1,fa_restricted,02081668476,,,3,0.38,20,50,8,multi_asset_cautious,25,,,False,,,
820,28.8,Pilgrim Mortgages and Protection,946166,tier_4,2,54,2,mortgage_adviser,+4407922271846,KT8 0AH,https://www.pilgrimmortgages.co.uk/,1,0.75,17,50,30,multi_asset_cautious,20,Appointed representative,,True,,,
821,28.7,Mitchell Private Clients Limited,948369,tier_4,1,96,1,fa_restricted,+4407515927340,SA3 1DB,,1,0.75,18,50,15,multi_asset_cautious,25,Appointed representative,12369535,True,,,
822,28.6,Gordon Blair Financial Services Ltd,,tier_4,2,442,1,mortgage_adviser,02035510160,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
823,28.6,Stakes Hill Financial,,tier_4,2,125,2,mortgage_limited,03300388938,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
824,28.6,Jigsaw Money Management Ltd,,tier_4,2,278,2,mortgage_adviser,03300388938,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
825,28.6,Four-Nations Mortgages,,tier_4,2,230,2,mortgage_limited,03300388940,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
826,28.6,Integrity Mortgage Solutions Ltd,,tier_4,2,318,2,mortgage_adviser,03300388940,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
827,28.6,55Plus Equity Release,,tier_4,2,183,2,equity_release_whole_of_market,03300388941,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
828,28.6,White Rose Finance,,tier_4,2,162,1,mortgage_adviser,03300388940,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
829,28.6,The Equity Release Experts,,tier_4,2,109,1,equity_release_whole_of_market,03300388938,,,2,0.38,24,50,0,multi_asset_cautious,20,,,False,,,
830,28.6,Regent Wealth Financial Planning Ltd,,tier_4,1,15,1,ifa,02081668476,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
831,28.6,Richmond King Limited,,tier_4,1,13,1,ifa,02081668476,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
832,28.6,Pebble Independent Financial Services Ltd,,tier_4,1,19,1,ifa,03300388938,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
833,28.6,Balance Financial Planning,,tier_4,1,15,1,ifa,03300388938,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
834,28.6,Bainlye Drake Wealth,,tier_4,1,12,1,ifa,03300388941,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
835,28.6,Atlas Personal Wealth Management,,tier_4,1,14,1,ifa,03300388941,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
836,28.6,2 Plan Wealth Management Limited,,tier_4,1,19,1,ifa,01162389773,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
837,28.6,Vision Dental Wealth,,tier_4,1,18,1,ifa,03300388939,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
838,28.6,TGL Financial Planning,,tier_4,1,17,1,ifa,03300388942,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
839,28.6,Manning Gee Investments,,tier_4,1,14,1,ifa,03300388940,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
840,28.6,Sunlaw Financial Planning Ltd,,tier_4,1,12,1,ifa,01312680014,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
841,28.6,Oakfield Lee Financial Planning,,tier_4,1,16,1,ifa,03300388941,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
842,28.6,Castle Sundborn Limited,,tier_4,1,16,1,ifa,03300388939,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
843,28.6,RTP Management Limited,,tier_4,1,12,1,ifa,01162389070,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
844,28.6,LSG Financial,,tier_4,1,14,1,ifa,03300388940,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
845,28.6,Continuum,,tier_4,1,18,1,ifa,01223269915,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
846,28.6,Perspective (Oxon) Ltd,,tier_4,1,15,1,ifa,03300388939,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
847,28.6,Principle Financial Planning Limited,,tier_4,1,13,1,ifa,03300388939,,,1,0.38,9,60,10,multi_asset_cautious,30,,,False,,,
848,28.4,Virtus Financial Planning Limited,,tier_4,4,294,2,fa_restricted|mortgage_limited,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
849,28.4,Lewis Christopher Ltd,,tier_4,4,136,2,fa_restricted|mortgage_adviser|mortgage_limited,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
850,28.4,FLM,,tier_4,3,102,1,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
851,28.4,Bray Wealth Management,,tier_4,3,414,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
852,28.4,Four Oaks Financial Services Ltd,,tier_4,3,279,2,fa_restricted|mortgage_limited,01213668422,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
853,28.4,Bowcliffe Wealth Management Ltd,,tier_4,3,128,1,fa_restricted,01132385300,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
854,28.4,Avocet Wealth Partnership Ltd,,tier_4,3,196,2,fa_restricted|mortgage_limited,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
855,28.4,McKnights Associates Wealth Management,,tier_4,3,154,1,fa_restricted,01224228770,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
856,28.4,Freedom Wealth Management,,tier_4,2,163,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
857,28.4,AAG Wealth Management,,tier_4,2,108,1,fa_restricted,03300388939,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
858,28.4,Bryant Hall Todd Wealth Management Ltd,,tier_4,2,249,2,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
859,28.4,Wilcox Day Wealth Management Ltd,,tier_4,2,162,1,fa_restricted,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
860,28.4,K C Wealth Ltd,,tier_4,2,160,1,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
861,28.4,Horsham Financial Services Ltd,,tier_4,2,161,2,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
862,28.4,Salmon Financial Planning,,tier_4,2,107,1,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
863,28.4,Barnsdale Financial Management Limited,,tier_4,2,274,1,fa_restricted|mortgage_limited,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
864,28.4,Kind Wealth Limited,,tier_4,2,124,2,fa_restricted|mortgage_adviser,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
865,28.4,Discover Financial Ltd,,tier_4,2,171,2,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
866,28.4,IWM Wealth Management Ltd,,tier_4,2,175,2,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
867,28.4,Elite Financial Planning Consultants,,tier_4,2,270,2,fa_restricted|mortgage_limited,01613000019,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
868,28.4,Yorkshire Financial Planning Ltd,,tier_4,2,177,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
869,28.4,Kate Bailey Financial Planning Ltd,,tier_4,2,114,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
870,28.4,Woodruff Hill,,tier_4,2,218,1,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
871,28.4,Middlemiss and Associates Limited,,tier_4,2,408,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
872,28.4,Woodwards of Ripley Ltd,,tier_4,2,120,2,fa_restricted,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
873,28.4,Four Rivers Financial Planning Limited,,tier_4,2,199,2,fa_restricted,03300388939,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
874,28.4,Kingfisher House Wealth Management,,tier_4,2,110,2,fa_restricted,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
875,28.4,Seeker Financial Planning,,tier_4,2,211,2,fa_restricted,01603280002,,,1,0.38,21,50,0,multi_asset_cautious,25,,,False,,,
876,28.3,Shinfield Financial Planning,0118443,tier_4,1,158,1,fa_restricted,01184430189,RG2 9DQ,,1,0.62,17,50,15,multi_asset_cautious,25,,,True,,,
877,28.3,Yolo Wealth Management Ltd,0238020,tier_4,1,102,1,fa_restricted,02380200247,SO19 8HE,,1,0.62,17,50,15,multi_asset_cautious,25,,,True,,,
878,28.2,JML (Financial) Associates Ltd,,tier_4,3,262,3,mortgage_adviser,03300388938,,,1,0.38,23,50,0,multi_asset_cautious,20,,,False,,,
879,28.2,Ernest Grant Mortgages,,tier_4,3,142,3,mortgage_adviser,01216598159,,,1,0.38,23,50,0,multi_asset_cautious,20,,,False,,,
880,28.2,Chris Law Mortgages,,tier_4,3,312,3,mortgage_adviser,03300388938,,,1,0.38,23,50,0,multi_asset_cautious,20,,,False,,,
881,28.0,Potter Financial Partners Ltd,,tier_4,3,66,1,fa_restricted,03300388938,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
882,28.0,Crosby Financial Planning Ltd,,tier_4,3,64,2,fa_restricted,03300388942,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
883,28.0,Parallel Wealth Management Limited,,tier_4,2,88,2,fa_restricted,03300388940,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
884,28.0,Wealth & Finance Matters Ltd,,tier_4,2,57,1,fa_restricted,03300388940,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
885,28.0,Throgmorton Associates Wealth Management Ltd,,tier_4,2,27,1,fa_restricted,03300388940,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
886,28.0,DWB Wealth Consultancy LTD,,tier_4,2,56,1,fa_restricted,03300388938,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
887,28.0,Pivotal Financial Planning,,tier_4,2,34,1,fa_restricted,03300388939,,,2,0.38,20,50,0,multi_asset_cautious,25,,,False,,,
888,28.0,Lifetime Wealth Management Limited,,tier_4,3,73,0,fa_restricted,01164489290,,,3,0.38,18,50,8,multi_asset_cautious,25,,,False,,,
889,27.8,Grey Parrot Financial Planning,,tier_4,1,18,0,ifa,02035510160,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
890,27.8,Chester Rose Financial Planning Ltd,,tier_4,1,19,0,ifa,02035446810,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
891,27.8,Rockbridge Financial,,tier_4,1,14,0,ifa,02081667217,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
892,27.8,Mortgage Correct Ltd,,tier_4,1,2,0,ifa,02081668476,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
893,27.8,Wren Sterling Financial Planning Limited,,tier_4,1,16,0,ifa,03300388939,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
894,27.8,enable flp,,tier_4,1,18,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
895,27.8,SG Finance Ltd,,tier_4,1,4,0,ifa,02035510160,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
896,27.8,Fenshaw Independent Financial Advisers LLP,,tier_4,1,10,0,ifa,02081667217,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
897,27.8,CPN Financial Services Limited,,tier_4,1,14,0,ifa,02081667217,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
898,27.8,Porter & Company (IFA) lTD,,tier_4,1,12,0,ifa,03300388939,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
899,27.8,clarity Limited,,tier_4,1,4,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
900,27.8,Eadon & Co.,,tier_4,1,6,0,ifa,03300388939,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
901,27.8,Callabas Financial Services Ltd,,tier_4,1,4,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
902,27.8,Timeline Wealth Management,,tier_4,1,15,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
903,27.8,Paladin Financial Consultancy Ltd,,tier_4,1,12,0,ifa,01273434285,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
904,27.8,Redlands Financial Planning,,tier_4,1,3,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
905,27.8,Nest Finance London Ltd,,tier_4,1,18,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
906,27.8,Style Insurance & Mortgage Services Ltd,,tier_4,1,0,0,ifa,03300388942,,,1,0.25,7,60,10,multi_asset_cautious,30,,,False,,,
907,27.8,Bentley Independent Financial Advisers,,tier_4,1,14,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
908,27.8,Warrington Wealth Management Ltd,,tier_4,1,8,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
909,27.8,Heritage Wealth Solutions,,tier_4,1,8,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
910,27.8,Reybridge Capital Ltd,,tier_4,1,6,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
911,27.8,XV Wealth,,tier_4,1,5,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
912,27.8,Hood Financial Planning Limited,,tier_4,1,14,0,ifa,01612198546,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
913,27.8,Perspective (HNH) Limited,,tier_4,1,14,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
914,27.8,UK Financial Planning Limited,,tier_4,1,17,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
915,27.8,Oculus Wealth Management (Huddersfield) Limited,,tier_4,1,6,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
916,27.8,J Illingworth & Co Limited,,tier_4,1,8,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
917,27.8,Protect & Lend,,tier_4,1,6,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
918,27.8,Aspire Wealth Limited,,tier_4,1,19,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
919,27.8,Forrest Financial Management Ltd,,tier_4,1,17,0,ifa,01413760059,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
920,27.8,Independent Women,,tier_4,1,10,0,ifa,01413760116,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
921,27.8,Goldstone Wealth Management,,tier_4,1,15,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
922,27.8,McHardy Private Wealth,,tier_4,1,5,0,ifa,01312680823,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
923,27.8,BAY TREE FINANCE LTD,,tier_4,1,16,0,ifa,01312680823,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
924,27.8,Hestia Financial Planning Ltd,,tier_4,1,3,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
925,27.8,Old Mill Financial Planning Ltd,,tier_4,1,9,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
926,27.8,Clear Future Financial Planners Limited,,tier_4,1,10,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
927,27.8,Taylored Financial Planning Ltd,,tier_4,1,5,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
928,27.8,Fane Financial Services,,tier_4,1,8,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
929,27.8,Best Advice Wealth Management,,tier_4,1,4,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
930,27.8,Suitable Life,,tier_4,1,2,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
931,27.8,Hamnett Wealth Management Limited,,tier_4,1,12,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
932,27.8,Broadgate Wealth,,tier_4,1,2,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
933,27.8,Independent Financial Advice Bureau Limited,,tier_4,1,8,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
934,27.8,George Square Financial Management Ltd,,tier_4,1,4,0,ifa,01157740484,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
935,27.8,The Minster Partnership,,tier_4,1,3,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
936,27.8,Servo Private Wealth,,tier_4,1,0,0,ifa,03300388939,,,1,0.25,7,60,10,multi_asset_cautious,30,,,False,,,
937,27.8,Anderson King,,tier_4,1,8,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
938,27.8,T.S Mortgage & Protection Solutions Ltd,,tier_4,1,6,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
939,27.8,Crowood Financial Solutions,,tier_4,1,16,0,ifa,03300388939,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
940,27.8,Legacy Wealth Planning Ltd,,tier_4,1,12,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
941,27.8,Stepwoods Financial Planning Ltd,,tier_4,1,4,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
942,27.8,Liberty Partnership,,tier_4,1,17,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
943,27.7,Exclusive Mortgage Advice Services Limited,970249,tier_4,1,58,1,mortgage_adviser,+4407533711596,BD23 1RD,,1,0.75,18,50,15,multi_asset_cautious,20,Appointed representative,12300950,True,,,
944,27.6,Intuitive FS,,tier_4,3,135,0,fa_restricted,01213668422,,,1,0.38,19,50,0,multi_asset_cautious,25,,,False,,,
945,27.6,Mineham Mortgage Services,,tier_4,3,85,3,fa_restricted|mortgage_limited,03300388938,,,1,0.38,19,50,0,multi_asset_cautious,25,,,False,,,
946,27.6,Stellenbosch Financial Planning,,tier_4,2,239,0,fa_restricted|mortgage_limited,02035446810,,,1,0.38,19,50,0,multi_asset_cautious,25,,,False,,,
947,27.6,Morris Paley Wealth Management Limited,,tier_4,2,164,0,fa_restricted,02922279219,,,1,0.38,19,50,0,multi_asset_cautious,25,,,False,,,
948,27.4,Xpress Mortgages,,tier_4,2,115,2,mortgage_adviser,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,20,,,False,,,
949,27.4,Probity Mortgage Services Ltd,,tier_4,2,217,1,mortgage_adviser,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,20,,,False,,,
950,27.4,Whiteoak Mortgages Limited,,tier_4,2,197,2,mortgage_adviser,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,20,,,False,,,
